"","again","party1","party2"
"575","Knot Richard","KSÈM","NI(NEI)"
"576","Polášek Petr","KSÈM","KSÈM"
"577","Vymìtal Karel","KSÈM","KSÈM"
"578","Recman Svatomír","KSÈM","KSÈM"
"579","Koneèná Kateøina","KSÈM","KSÈM"
"580","Opálka Miroslav","KSÈM","KSÈM"
"581","Jakubek Oldøich","KSÈM","KSÈM"
"582","Halíková Milada","KSÈM","KSÈM"
"583","Heczko Eduard","KSÈM","KSÈM"
"584","Babinec Karel","KSÈM","KSÈM"
"585","Cáb František","KSÈM","KSÈM"
"586","Kamená Justina","KSÈM","KSÈM"
"587","Gavenda Karel","KSÈM","KSÈM"
"588","Varteckı Petr","KSÈM","KSÈM"
"589","Vrba Ivan","KSÈM","KSÈM"
"590","Øièánek Jaroslav","MoDS","M"
"591","Albrecht Jiøí","MoDS","M"
"592","Nìmeèek Antonín","MoDS","M"
"593","Wlodková Helena","MoDS","M"
"594","Janièatová Monika","MoDS","M"
"595","Trnka Milan","MoDS","M"
"596","Nìmeèek Richard","MoDS","M"
"597","Pirnus Štìpán","MoDS","M"
"598","Vavøík Miroslav","MoDS","M"
"599","Franta Bernard","MoDS","M"
"600","Dvoøák Oskar","MoDS","M"
"601","Hodes Vít","MoDS","M"
"602","Matuštík Petr","MoDS","M"
"603","Fuèík Jan","MoDS","M"
"604","Cimbalník Vladimír","MoDS","M"
"605","ák František","MoDS","M"
"606","Kolomazník Karel","MoDS","M"
"607","Juránek Arnošt","MoDS","M"
"608","Smital Jan","MoDS","M"
"609","Lnìnièková Alena","MoDS","M"
"610","Kubíèek Jiøí","MoDS","M"
"611","Veselı Karel","MoDS","M"
"612","Vacula František","MoDS","M"
"613","Kadlèík Pavel","MoDS","M"
"614","Bouchal Tomáš","MoDS","M"
"615","Ambroz Jiøí","MoDS","M"
"616","Hrubı Michal","MoDS","M"
"617","Èuda František","MoDS","M"
"618","Øíha Vladimír","KDU-ÈSL","KDU-ÈSL"
"619","Orel Jaroslav","KDU-ÈSL","KDU-ÈSL"
"620","Hošek Marián","KDU-ÈSL","KDU-ÈSL"
"621","Nešetøil František","US-DEU","US-DEU"
"622","Plíšek Martin","KDU-ÈSL","KDU-ÈSL"
"623","Barková Hešíková Jaroslava","US-DEU","SNK ED"
"624","Cieslar Jan","KDU-ÈSL","KDU-ÈSL"
"625","Ort Jiøí","KDU-ÈSL","KDU-ÈSL"
"626","Parkanová Vlasta","KDU-ÈSL","KDU-ÈSL"
"627","Janeèek Josef","KDU-ÈSL","KDU-ÈSL"
"628","Vácha František","KDU-ÈSL","KDU-ÈSL"
"629","Renc Zdenìk","US-DEU","US-DEU"
"630","Veselı Vratislav","US-DEU","US-DEU"
"631","Klíma Miloslav","US-DEU","SNK ED"
"632","Vanìèek Jan","US-DEU","US-DEU"
"633","Prùša Daniel","KDU-ÈSL","KDU-ÈSL"
"634","Kalousek Miroslav","KDU-ÈSL","KDU-ÈSL"
"635","Talíø Jaromír","KDU-ÈSL","KDU-ÈSL"
"636","Skotnica Vladimír","US-DEU","US-DEU"
"637","Hájek Karel","US-DEU","US-DEU"
"638","Malík Stanislav","KDU-ÈSL","KDU-ÈSL"
"639","ák Martin","US-DEU","US-DEU"
"640","Michal Jaroslav","US-DEU","US-DEU"
"641","Hrdinová Marie","KDU-ÈSL","KDU-ÈSL"
"642","Zrzaveckı František","KDU-ÈSL","KDU-ÈSL"
"643","Okleštìk Petr","US-DEU","US-DEU"
"644","Lobkowicz Jaroslav","KDU-ÈSL","KDU-ÈSL"
"645","Holenda Jiøí","US-DEU","SNK ED"
"646","Peták Tomáš","US-DEU","US-DEU"
"647","Volf Miroslav","KDU-ÈSL","KDU-ÈSL"
"648","Køíová Jana","KDU-ÈSL","KDU-ÈSL"
"649","Morávek Jiøí","US-DEU","SNK ED"
"650","Kühnl Karel","US-DEU","US-DEU"
"651","Landa Jiøí","KDU-ÈSL","KDU-ÈSL"
"652","Sekal Martin","US-DEU","US-DEU"
"653","Pištìková Dagmar","KDU-ÈSL","KDU-ÈSL"
"654","Ondøich Tomáš","US-DEU","KDU-ÈSL"
"655","Steiner Leo","KDU-ÈSL","KDU-ÈSL"
"656","Chaloupek Tomáš","KDU-ÈSL","KDU-ÈSL"
"657","Antoš Robert","KDU-ÈSL","KDU-ÈSL"
"658","Polesnı Michal","US-DEU","US-DEU"
"659","Nosek Václav","KDU-ÈSL","KDU-ÈSL"
"660","Rudolfová Gabriela","US-DEU","US-DEU"
"661","Benešová Irena","KDU-ÈSL","KDU-ÈSL"
"662","Svoboda Cyril","KDU-ÈSL","KDU-ÈSL"
"663","Semerák Jan","KDU-ÈSL","KDU-ÈSL"
"664","Zezulák Ondøej","US-DEU","US-DEU"
"665","Øehùøek Jiøí","US-DEU","US-DEU"
"666","Sedlák Jaroslav","US-DEU","DEUÈR"
"667","Severa Pavel","KDU-ÈSL","KDU-ÈSL"
"668","Tomanová Jaroslava","KDU-ÈSL","KDU-ÈSL"
"669","Tomšù Jana","KDU-ÈSL","KDU-ÈSL"
"670","Klièka Václav","KDU-ÈSL","KDU-ÈSL"
"671","Kasal Jan","KDU-ÈSL","KDU-ÈSL"
"672","Karas Jiøí","KDU-ÈSL","KDU-ÈSL"
"673","Málek Jan","KDU-ÈSL","KDU-ÈSL"
"674","Vališová Jana","US-DEU","US-DEU"
"675","Ambrozek Libor","KDU-ÈSL","KDU-ÈSL"
"676","Grùza Jan","KDU-ÈSL","KDU-ÈSL"
"677","Šustr Ladislav","KDU-ÈSL","KDU-ÈSL"
"678","Korbel Ladislav","US-DEU","US-DEU"
"679","Volaøík Miroslav","US-DEU","US-DEU"
"680","Soukop Vladimír","US-DEU","US-DEU"
"681","Matìjková Anna","KDU-ÈSL","KDU-ÈSL"
"682","Bedrava Martin","KDU-ÈSL","KDU-ÈSL"
"683","Zouhar Ladislav","KDU-ÈSL","KDU-ÈSL"
"684","Tesaøík Antonín","KDU-ÈSL","KDU-ÈSL"
"685","Berka Pavel","KDU-ÈSL","KDU-ÈSL"
"686","Petrù Miloš","KDU-ÈSL","KDU-ÈSL"
"687","Vykydal Ivo","KDU-ÈSL","KDU-ÈSL"
"688","Kvapil Tomáš","KDU-ÈSL","KDU-ÈSL"
"689","Novotná Milena","KDU-ÈSL","KDU-ÈSL"
"690","alud Stanislav","US-DEU","US-DEU"
"691","Šojdrová Michaela","KDU-ÈSL","KDU-ÈSL"
"692","Škopík Jan","KDU-ÈSL","KDU-ÈSL"
"693","Hruška Jiøí","US-DEU","US-DEU"
"694","Benešík Ondøej","KDU-ÈSL","KDU-ÈSL"
"695","Duda Jiøí","US-DEU","US-DEU"
"696","Kopøiva Jaromír","KDU-ÈSL","KDU-ÈSL"
"697","Tobola Jaroslav","US-DEU","US-DEU"
"698","Studeník Pavel","KDU-ÈSL","KDU-ÈSL"
"699","Janek Alois","KDU-ÈSL","KDU-ÈSL"
"700","Vícha Josef","KDU-ÈSL","KDU-ÈSL"
"701","Holáò Vilém","KDU-ÈSL","KDU-ÈSL"
"702","Carbol Jiøí","KDU-ÈSL","KDU-ÈSL"
"703","Novotnı Petr","US-DEU","US-DEU"
"704","Štìdroò Radoslav","US-DEU","SP"
"705","Dvoøák Miroslav","US-DEU","US-DEU"
"706","Slováèek Vít","KDU-ÈSL","KDU-ÈSL"
"707","Hubková Petra","US-DEU","US-DEU"
"708","Drábek Ivan","KDU-ÈSL","KDU-ÈSL"
"709","Kaspøík Jan","US-DEU","US-DEU"
"710","Dolanskı Bohumil","KDU-ÈSL","KDU-ÈSL"
"711","Prusek Josef","KDU-ÈSL","KDU-ÈSL"
"712","Stavinoha Karel","KDU-ÈSL","KDU-ÈSL"
"713","Pchálek Jiøí","KDU-ÈSL","KDU-ÈSL"
"714","Kuchler Kamil","SJ","MDS"
"715","Novák Martin","SJ","NEZ/DEM"
"716","Jaroš Ladislav","SJ","NEZ/DEM"
"717","Beneš Karel","SJ","NEZ/DEM"
"718","Kubal Václav","SJ","NEZ/DEM"
"719","Venzhöfer Otomar","SJ","MDS"
"720","Sekyra Jiøí","SJ","MDS"
"721","Havlová Jiøina","SJ","NEZ/DEM"
"722","Nováková Martina","SJ","MDS"
"723","Veselı Milan","SJ","NEZ/DEM"
"724","Biòovcová Mária","SJ","NEZ/DEM"
"725","Kaèerová Jolana","SJ","NEZ/DEM"
"726","Zeman Jiøí","SJ","NEZ/DEM"
"727","Mintálová Marcela","SJ","NEZ/DEM"
"728","Nováèek Alois","SJ","ODS"
"729","Hála Pavel","SJ","M"
"730","Smejkal Jan","SJ","M"
"731","Pokornı Jaroslav","SJ","NEZ/DEM"
"732","Pernes Jiøí","SJ","NEZ/DEM"
"733","Novák Václav","SJ","M"
"734","Holkù Václav","SJ","NEZ/DEM"
"735","Adámek Jiøí","SJ","M"
"736","Kubinec Jan","SJ","NS"
"737","Ovèaèíková Alena","SJ","M"
"738","iška Antonín","SJ","M"
"739","Pawlicová Zdeòka","SJ","NEZ/DEM"
"740","Kaiser Vlastimil","SJ","NEZ/DEM"
"741","Cibulka Petr","PB","PB"
"742","Novotnı Martin","PB","PB"
"743","Broj Jan","PB","PaS"
"744","Karfus Ludvík","PB","PB"
"745","Procházka Vladimír","PB","PB"
"746","Lípa Jaroslav","PB","PaS"
"747","Gál Petr","PB","PB"
"748","Kopáèová Eva","PB","PB"
"749","Balán Josef","PB","PB"
"750","Kostúr Jiøí","PB","PB"
"751","Kofroò Eduard","PB","PB"
"752","Pecka Vlastislav","PB","NS"
"753","Sklenièková Libuše","PB","PB"
"754","Kufner Václav","PB","PB"
"755","Konvalinka Karel","PB","PB"
"756","Roubínek Miroslav","PB","PB"
"757","Èerná Jitka","PB","PB"
"758","Bednáø Zdenìk","PB","PB"
"759","Seibert Eduard","PB","PB"
"760","Jebavá Miloslava","PB","PB"
"761","Nedvídek Miroslav","PB","PaS"
"762","Pluhaø Zdenìk","PB","PaS"
"763","Šimek Antonín","PB","KAN"
"764","Dìdeèek Václav","PB","PB"
"765","Pøibyl Karel","PB","PB"
"766","Stìhule Josef","PB","PB"
"767","Chaloupka Miroslav","PB","PB"
"768","Kazilovskı František","PB","PB"
"769","Wolf Bohumír","PB","PB"
"770","Feil Miroslav","PB","PB"
"771","Myslivec Jindøich","PB","PB"
"772","Zejda Antonín","PB","PB"
"773","Koíšková Libuše","PB","PB"
"774","Neubauer Vlastimil","PB","PB"
"775","Herot Pavel","PB","PB"
"776","Pytlík Josef","PB","PB"
"777","Nováèek Vítìzslav","PB","PaS"
"778","Štìpánek Ladislav","PB","PB"
"779","Rejthar Milan","PB","PB"
"780","Vencl František","PB","PB"
"781","Friedl Josef","PB","PB"
"782","Èerná Hana","PB","PB"
"783","Švidrnoch Petr","PB","PB"
"784","Robenek Jiøí","PB","PB"
"785","Polách Josef","PB","PaS"
"786","Vénosová Soòa","PB","PB"
"787","Bedáòová Olga","PB","PaS"
"788","Krèek Stanislav","PB","PB"
"789","Šimek Miloslav","PB","PB"
"790","Tichı Lubomír","PB","PB"
"791","Pavlík Miroslav","PB","PB"
"792","Michnı Karel","PB","PaS"
"793","Giblová Anna","PB","PB"
"794","Gibl Alois","PB","PB"
"795","Havel Josef","PB","PaS"
"796","Stanìk Jaroslav","SZ","SZ"
"797","Bräuner Tomáš","SZ","SZ"
"798","Jeek Jakub","SZ","SZ"
"799","Èejka Jiøí","SZ","ÈSSD"
"800","Petøíèek Václav","SZ","SZ"
"801","Gruzovskı Robert","SZ","SZ"
"802","Bednáø Bohumil","SZ","SZ"
"803","Adam Tomáš","SZ","SZ"
"804","Neuil Jaroslav","SZ","SZ"
"805","Lev Libor","SZ","SZ"
"806","Novák Karel","SZ","SZ"
"807","Šupina Vladimír","SZ","SZ"
"808","lebek Pavel","SZ","SZ"
"809","Gebouskı Milan","SZ","SZ"
"810","Hanzík Petr","SZ","SZ"
"811","Roth Jiøí","SZ","SZ"
"812","Bílek Pavel","SZ","SZ"
"813","Oslej Dušan","SZ","SZ"
"814","Kolaøík Josef","SZ","SZ"
"815","Ledvinka František","SZ","SZ"
"816","Smrèek Josef","SZ","SZ"
"817","Høibová Lenka","SZ","SZ"
"818","Hieke Jiøí","SZ","SZ"
"819","Kulich Jiøí","SZ","SZ"
"820","Briš Petr","SZ","SZ"
"821","Øíha Tomáš","SZ","SZ"
"822","Prchal Vít","SZ","SZ"
"823","Holcnerová Hana","SZ","SZ"
"824","Hronová Marie","SZ","SZ"
"825","Prát František","SZ","SZ"
"826","Fuèíková Ludmila","SZ","SZ"
"827","áèek Jiøí","SZ","SZ"
"828","Slavingerová Alena","SZ","SZ"
"829","Vlašín Mojmír","SZ","SZ"
"830","Liška Ondøej","SZ","SZ"
"831","Drápalová Jana","SZ","SZ"
"832","Dohnálková Zdeòka","SZ","SZ"
"833","Sovová Eliška","SZ","SZ"
"834","Andrš Pavel","SZ","SZ"
"835","Janík Miroslav","SZ","SZ"
"836","Hasáková Alena","SZ","NEZ"
"837","Balandová Hedvika","SZ","SZ"
"838","Bartschová Romana","SZ","SZ"
"839","Pospíchalová Šárka","SZ","SZ"
"840","Oppitzová Anna","SDS","KSÈM"
"841","Semerád Norbert","NDS","NS"
"842","Ploc Pavel","ÈSSD","ÈSSD"
"843","Martínek Radko","ÈSSD","ÈSSD"
"844","Cejnar Karel","ODA","US-DEU"
"845","Dvoøák Josef","ODA","SNK ED"
"846","Berka Jiøí","ODA","SNK ED"
"847","Neyedlı Jiøí","ODA","LiRA"
"848","Klapka Tomáš","H.A.","H.S."
"849","Kopeckı Petr","RMS","ODS"
"850","Fridrich Zdenìk","RMS","NS"
"851","Hercík Otta","CZ","NEZ/DEM"
"852","Bican Jan","CZ","NEZ/DEM"
"853","Tlustı Jiøí","ÈSNS","NEZ/DEM"
"854","Pokorná Hana","ÈSNS","SNK ED"
"855","Štìpánek Josef","REP","PB"
"856","Èerná Marie","SNK","SNK ED"
"857","Bulušek Josef","SNK","SNK ED"
"858","Kabát Libor","SNK","SNK ED"
"859","Strmiska Jan","SNK","SNK ED"
"860","Maèáková Jana","SNK","SNK ED"
"861","Reisiegel Daniel","ODS","ODS"
"862","Dundáèková Eva","ODS","ODS"
"863","Záleskı Vladimír","ODS","ODS"
"864","Kafka David","ODS","ODS"
"865","Pleva Petr","ODS","ODS"
"866","Horák Dalibor","ODS","ODS"
"867","Štich Zdenìk","ODS","ODS"
"868","Otradovskı Jiøí","KSÈM","KSÈM"
"869","Bartoš František","KSÈM","KDU-ÈSL"
"870","Krèmárik Karel","KSÈM","KSÈM"
"871","Berka Petr","MoDS","M"
"872","Kostková Jitka","MoDS","M"
"873","Danyi Jozef","MoDS","M"
"874","Houdek Jiøí","KDU-ÈSL","KDU-ÈSL"
"875","Hovorka Ludvík","KDU-ÈSL","KDU-ÈSL"
"876","Kudlík Jaromír","US-DEU","US-DEU"
"877","Hluchník Vilém","KDU-ÈSL","KDU-ÈSL"
"878","Dostálová Danuše","SJ","NEZ/DEM"
"879","Neubert Miroslav","SJ","NEZ/DEM"
"880","Jelínek Josef","SJ","PB"
"881","Zboøil Antonín","SJ","M"
"882","Grünwald Aleš","SJ","NEZ/DEM"
"883","Bílı Jiøí","SJ","ODS"
"884","Vıbornı Josef","PB","PB"
"885","Sailer Milan","SZ","PaS"
"886","Ferencová Marieta","SZ","SZ"
