"","again","party1","party2"
"1061","Kukla Lubomír","HSMSMNSJ","MoDS"
"1062","Havel Josef","HSMSMNSJ","MoDS"
"1063","Skøivánek Josef","HSMSMNSJ","MoDS"
"1064","Kavan Petr","HSMSMNSJ","MoDS"
"1065","Ruprecht Josef","HSMSMNSJ","MoDS"
"1066","Zeman Jiøí","HSMSMNSJ","MoDS"
"1067","Lakomı Josef","HSMSMNSJ","MoDS"
"1068","Lavickı Vladimír","HSMSMNSJ","MoDS"
"1069","elonka Roman","HSMSMNSJ","MoDS"
"1070","Padìrová Rùena","HSMSMNSJ","MoDS"
"1071","Foøt Jan","CAO","ÈSNS"
"1072","Vlasák Jan","CAO","CAO"
"1073","Strmiska Tomáš","CAO","CAO"
"1074","Kadlec Jan","CAO","CAO"
"1075","eula Milan","CAO","CAO"
"1076","Tesaø Aleš","CAO","CAO"
"1077","Hanzal Rudolf","CAO","CAO"
"1078","Perman Vladimír","CAO","CAO"
"1079","Talaš Jan","CAO","CAO"
"1080","Fišer Antonín","CAO","CAO"
"1081","Laubr František","CAO","CAO"
"1082","Jarolímek Otto","CAO","ÈSNS"
"1083","Morávek Jaromír","CAO","US"
"1084","Gruber Pavel","SD-LSNS","ÈSNS"
"1085","Fronèek Dalibor","SD-LSNS","ÈSNS"
"1086","Boèková Marta","SD-LSNS","ÈSNS"
"1087","Dutko Petr","SD-LSNS","ÈSNS"
"1088","Navarová Svìtlana","ÈSSD","ÈSSD"
"1089","Špirhanzl Petr","ÈSSD","ÈSSD"
"1090","Španbauer František","ÈSSD","ÈSSD"
"1091","Laštùvka Vladimír","ÈSSD","ÈSSD"
"1092","Štìpová Vlasta","ÈSSD","ÈSSD"
"1093","Jedlièka Jiøí","ÈSSD","ÈSSD"
"1094","Skoták Ludìk","ÈSSD","ÈSSD"
"1095","Macháèek Antonín","ÈSSD","ÈSSD"
"1096","Kauckı Jiøí","ODS","ODS"
"1097","Popelová Ivana","ODS","ODS"
"1098","Pleva Petr","ODS","ODS"
"1099","Matysková Vìra","ODS","ODS"
"1100","Klaus Václav","ODS","ODS"
"1101","Doušová Vìra","NEZ","NEZ"
"1102","Sládková Dana","NEZ","NEZ"
"1103","Pajtl Ivan","NEZ","NEZ"
"1104","Cimbalník Vladimír","MNS-HSS","MoDS"
"1105","Slovák Boris","MNS-HSS","MoDS"
"1106","Vamberová Daniela","DEU","DEU"
"1107","Blahník Petr","DEU","DEU"
"1108","Jebousek Josef","DEU","DEU"
"1109","Øeháková Jarmila","DEU","DEU"
"1110","Štìpánek Ladislav","DEU","DEU"
"1111","Fajnor Jaroslav","DEU","DEU"
"1112","Blaek Jan","DEU","DEU"
"1113","Ivan Miroslav","DEU","DEU"
"1114","Szennai Tomáš","ODA","ODA"
"1115","Ruml Vladimír","ODA","ODA"
"1116","Stelzer Pavel","ODA","ODA"
"1117","Pechr Bohumil","KDU-ÈSL","KDU-ÈSL"
"1118","Liška Otakar","KDU-ÈSL","KDU-ÈSL"
"1119","Køíek Jan","KDU-ÈSL","KDU-ÈSL"
"1120","Houdek Jiøí","KDU-ÈSL","KDU-ÈSL"
"1121","Fuèík Václav","KDU-ÈSL","KDU-ÈSL"
"1122","Sedlák Tomáš","KDU-ÈSL","KDU-ÈSL"
"1123","Jurková Pavla","KDU-ÈSL","KDU-ÈSL"
"1124","Plecitı František","DJ","DJ"
"1125","Jáè Jaroslav","DJ","DJ"
"1126","Gajdoš Stanislav","DJ","DJ"
"1127","Mach Jiøí","SDL","US"
"1128","Filouš Ivo","ÈMUS","MoDS"
"1129","Berka Petr","ÈMUS","MoDS"
"1130","Hoffman František","KSÈM","KSÈM"
"1131","eulková Vìra","KSÈM","KSÈM"
"1132","Šebek Pavel","KSÈM","KSÈM"
"1133","Nováèek Ladislav RS","KSÈM","KSÈM"
"1134","ec Imrich","KSÈM","KSÈM"
"1135","Strnadová Jana","KSÈM","KSÈM"
"1136","Hrubeš František","KSÈM","KSÈM"
"1137","Kvídera Alexandr","KSÈM","KSÈM"
"1138","Hudáková Miloslava","KSÈM","KSÈM"
"1139","Èapskı Jaroslav RS","KSÈM","KSÈM"
"1140","Dokládal Vladimír","KSÈM","KSÈM"
"1141","Levák Leopold","KSÈM","KSÈM"
"1142","Zezulková Emilie","KSÈM","KSÈM"
"1143","Krušina Jaroslav","KSÈM","KSÈM"
"1144","Lampert Horst","SZ","SZ"
"1145","Müller Martin","SZ","SZ"
"1146","Gazda Lukáš","SZ","SZ"
"1147","Sendek Bohumil","SZ","SZ"
"1148","Albert František","SPR-RSÈ","SPR-RSÈ"
"1149","Fencl Jiøí","SPR-RSÈ","SPR-RSÈ"
"1150","Semerád Norbert","SPR-RSÈ","SPR-RSÈ"
"1151","Smetana Martin","SPR-RSÈ","SPR-RSÈ"
"1152","Machulda Petr","SPR-RSÈ","SPR-RSÈ"
"1153","Kortánová Ilona","SPR-RSÈ","SPR-RSÈ"
"1154","Sedláèek František","SPR-RSÈ","SPR-RSÈ"
"1155","Valenta Josef","SPR-RSÈ","SPR-RSÈ"
"1156","Chrudimskı František","SPR-RSÈ","SPR-RSÈ"
"1157","Rajsiglová Laura","SPR-RSÈ","SPR-RSÈ"
"1158","Loukota Milan","SPR-RSÈ","SPR-RSÈ"
"1159","Zboøil Antonín","HSMSMNSJ","MoDS"
"1160","Šanca Zdenìk","HSMSMNSJ","MoDS"
