districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare
14;Moravskoslezskı;11;Blahuta Jiøí;48;KSÈM;KSÈM;1 663;1,71
14;Moravskoslezskı;12;Koòaøík Bronislav;39;KSÈM;BEZPP;1 129;1,16
14;Moravskoslezskı;13;Michálková Ivana;51;KSÈM;BEZPP;727;0,75
14;Moravskoslezskı;14;Hyvnar Radim;36;KSÈM;BEZPP;631;0,65
14;Moravskoslezskı;15;Grosová Alena;49;KSÈM;KSÈM;1 443;1,48
14;Moravskoslezskı;16;Havlíèková Monika;45;KSÈM;KSÈM;1 138;1,17
14;Moravskoslezskı;17;Baègoò Pavel;60;KSÈM;KSÈM;1 296;1,33
14;Moravskoslezskı;18;Valášková Dagmar;42;KSÈM;BEZPP;736;0,75
14;Moravskoslezskı;19;árskı Ivan;38;KSÈM;KSÈM;1 501;1,54
14;Moravskoslezskı;20;Sekeráková Yveta;48;KSÈM;KSÈM;774;0,79
14;Moravskoslezskı;21;Èech Jaroslav;56;KSÈM;KSÈM;1 547;1,59
14;Moravskoslezskı;22;Heczko Eduard;65;KSÈM;KSÈM;1 543;1,59
14;Moravskoslezskı;23;Suchomel Bøetislav;44;KSÈM;BEZPP;890;0,91
14;Moravskoslezskı;24;Recman Svatomír;60;KSÈM;KSÈM;2 142;2,21
14;Moravskoslezskı;25;Køenková Kateøina;51;KSÈM;KSÈM;1 063;1,09
14;Moravskoslezskı;26;Kotala Jan;32;KSÈM;KSÈM;860;0,88
14;Moravskoslezskı;27;Kupka Vlastimil;55;KSÈM;KSÈM;390;0,4
14;Moravskoslezskı;28;Ma³ysz Henryk;36;KSÈM;KSÈM;961;0,99
14;Moravskoslezskı;29;Richter Boris;53;KSÈM;KSÈM;716;0,73
14;Moravskoslezskı;30;Špalek Martin;41;KSÈM;KSÈM;1 953;2,01
14;Moravskoslezskı;31;Dener Tomáš;62;KSÈM;KSÈM;376;0,38
14;Moravskoslezskı;32;Gallik Tomaš;51;KSÈM;KSÈM;1 967;2,03
14;Moravskoslezskı;33;Kamená Justina;58;KSÈM;KSÈM;415;0,42
14;Moravskoslezskı;34;Pilch Gustav;62;KSÈM;BEZPP;528;0,54
14;Moravskoslezskı;35;Neèas Pavel;57;KSÈM;KSÈM;382;0,39
14;Moravskoslezskı;36;Paláèek Petr;34;KSÈM;KSÈM;1 218;1,25
1;Hl. m. Praha;1;Bernardová Tereza;31;LEV 21;LEV 21;18;4,78
1;Hl. m. Praha;2;Horák Karel;46;LEV 21;LEV 21;17;4,52
1;Hl. m. Praha;3;Babinec Bohdan;69;LEV 21;LEV 21;43;11,43
1;Hl. m. Praha;4;Dimitrov Kosta;64;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;5;Obst Lukáš;28;LEV 21;LEV 21;4;1,06
1;Hl. m. Praha;6;Pelc Vladimír;59;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;7;Šolková Aneka;59;LEV 21;LEV 21;4;1,06
1;Hl. m. Praha;8;Lešek Pavel;62;LEV 21;LEV 21;3;0,79
1;Hl. m. Praha;9;Pokornı Libor;57;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;10;Pondìlíèek Jiøí;49;LEV 21;LEV 21;7;1,86
1;Hl. m. Praha;11;Votava Pøemysl;70;LEV 21;LEV 21;11;2,92
1;Hl. m. Praha;12;Topinka Petr;55;LEV 21;LEV 21;9;2,39
1;Hl. m. Praha;13;Bouzek Petr;52;LEV 21;LEV 21;5;1,32
1;Hl. m. Praha;14;Dvoøák Ivan;57;LEV 21;LEV 21;12;3,19
1;Hl. m. Praha;15;Mikulcová Monika;30;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;16;Harvánek Petr;64;LEV 21;LEV 21;1;0,26
1;Hl. m. Praha;17;Novotnı Lubomír;68;LEV 21;LEV 21;4;1,06
1;Hl. m. Praha;18;Kavale Jiøí;66;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;19;Šterzlová Daniela;40;LEV 21;LEV 21;8;2,12
1;Hl. m. Praha;20;Vranka Jakub;36;LEV 21;LEV 21;8;2,12
1;Hl. m. Praha;21;Musil Jaroslav;38;LEV 21;LEV 21;3;0,79
1;Hl. m. Praha;22;Malsa Jan;56;LEV 21;LEV 21;5;1,32
1;Hl. m. Praha;23;Prokop Václav;66;LEV 21;LEV 21;2;0,53
1;Hl. m. Praha;24;Lukášová Eva;65;LEV 21;LEV 21;1;0,26
1;Hl. m. Praha;25;Dušková Blanka;59;LEV 21;BEZPP;4;1,06
1;Hl. m. Praha;26;Nedvìd Karel;76;LEV 21;LEV 21;1;0,26
1;Hl. m. Praha;27;Chrpa Pavel;55;LEV 21;LEV 21;2;0,53
1;Hl. m. Praha;28;Valentová Helena;61;LEV 21;BEZPP;3;0,79
1;Hl. m. Praha;29;Hadrava Jiøí;69;LEV 21;LEV 21;2;0,53
1;Hl. m. Praha;30;Formánek Josef;39;LEV 21;LEV 21;6;1,59
1;Hl. m. Praha;31;Lávièková Iva;22;LEV 21;BEZPP;3;0,79
1;Hl. m. Praha;32;Pucholt Milan;42;LEV 21;LEV 21;0;0
1;Hl. m. Praha;33;Müller Jiøí;61;LEV 21;LEV 21;3;0,79
1;Hl. m. Praha;34;Jirsáková Jarmila;60;LEV 21;LEV 21;3;0,79
1;Hl. m. Praha;35;Vazaè Jiøí;57;LEV 21;BEZPP;1;0,26
1;Hl. m. Praha;36;Rostašová Edita;51;LEV 21;LEV 21;1;0,26
2;Støedoèeskı;1;Holinková Popková Michaela;35;LEV 21;LEV 21;18;4,27
2;Støedoèeskı;2;Nìmec Miroslav;63;LEV 21;BEZPP;19;4,51
2;Støedoèeskı;3;Kosina Ondøej;32;LEV 21;LEV 21;29;6,88
2;Støedoèeskı;4;Bezecnı Miroslav Josef;64;LEV 21;LEV 21;5;1,18
2;Støedoèeskı;5;Lichterová Miloslava;50;LEV 21;LEV 21;7;1,66
2;Støedoèeskı;6;Zachaø Zdenìk;40;LEV 21;LEV 21;6;1,42
2;Støedoèeskı;7;Kozlowská Eva;46;LEV 21;LEV 21;5;1,18
2;Støedoèeskı;8;Kraus Petr;76;LEV 21;LEV 21;0;0
2;Støedoèeskı;9;Kunstová Lucie;29;LEV 21;LEV 21;6;1,42
