districtNumber;districtName;orderList;name;age;nomParty;membParty;votes;votesShare;minor
3;Jihoèeskı;9;Uhlíková Iveta;34;ODS;ODS;991;0,8;0
3;Jihoèeskı;10;Cipínová Jana;48;ODS;ODS;1 514;1,22;0
3;Jihoèeskı;11;Prùša Luboš;39;ODS;ODS;2 866;2,31;0
3;Jihoèeskı;12;Horòák Milan;39;ODS;ODS;602;0,48;0
3;Jihoèeskı;13;Mikeš František;59;ODS;ODS;1 407;1,13;0
3;Jihoèeskı;14;Pavel Pavel;49;ODS;ODS;3 914;3,16;0
3;Jihoèeskı;15;Pøívozník Ladislav;53;ODS;ODS;1 301;1,05;0
3;Jihoèeskı;16;Šarman Lumír;36;ODS;ODS;468;0,37;0
3;Jihoèeskı;17;Bláha Jindøich;46;ODS;ODS;1 231;0,99;0
3;Jihoèeskı;18;Husa Martin;31;ODS;ODS;811;0,65;0
3;Jihoèeskı;19;Hájek Rudolf;62;ODS;ODS;498;0,4;0
3;Jihoèeskı;20;iláková Marie;42;ODS;ODS;638;0,51;0
3;Jihoèeskı;21;Sládek Miroslav;43;ODS;ODS;144;0,11;0
3;Jihoèeskı;22;Mitková Lucie;31;ODS;ODS;195;0,15;0
4;Plzeòskı;1;Pospíšil Jiøí;30;ODS;ODS;6 937;6,58;0
4;Plzeòskı;2;Pape Jiøí;40;ODS;ODS;2 419;2,29;0
4;Plzeòskı;3;Vilímec Vladislav;42;ODS;ODS;2 996;2,84;0
4;Plzeòskı;4;Prosek Zdenìk;55;ODS;ODS;1 929;1,83;0
4;Plzeòskı;5;Dlouhı Vladimír;56;ODS;ODS;1 240;1,17;0
4;Plzeòskı;6;Bílı Jiøí;52;ODS;ODS;3 845;3,64;0
4;Plzeòskı;7;Hošek Petr;59;ODS;ODS;821;0,77;0
4;Plzeòskı;8;Fischerová Petra;38;ODS;ODS;1 991;1,88;0
4;Plzeòskı;9;Mráz Jaroslav;44;ODS;ODS;1 155;1,09;0
4;Plzeòskı;10;Doleal Miroslav;45;ODS;ODS;441;0,41;0
4;Plzeòskı;11;Jaroš Miroslav;44;ODS;ODS;514;0,48;0
4;Plzeòskı;12;Maøíková Jaroslava;53;ODS;ODS;2 345;2,22;0
4;Plzeòskı;13;Holeèek Josef;47;ODS;ODS;776;0,73;0
4;Plzeòskı;14;Poduška Jan;57;ODS;ODS;473;0,44;0
4;Plzeòskı;15;Koláø David;28;ODS;ODS;832;0,78;0
4;Plzeòskı;16;Strankmüller Petr;44;ODS;ODS;470;0,44;0
4;Plzeòskı;17;Šnebergr Michal;48;ODS;ODS;926;0,87;0
4;Plzeòskı;18;Vracovskı Jiøí;57;ODS;ODS;470;0,44;0
4;Plzeòskı;19;Straková Zuzana;44;ODS;ODS;670;0,63;0
4;Plzeòskı;20;Moravcová Lucie;31;ODS;ODS;1 210;1,14;0
5;Karlovarskı;1;Patera Miloš;44;ODS;ODS;3 033;6,16;0
5;Karlovarskı;2;Suk Lubomír;45;ODS;ODS;1 448;2,94;0
5;Karlovarskı;3;Skala Otakar;43;ODS;ODS;2 670;5,42;0
5;Karlovarskı;4;Bureš Jan;32;ODS;ODS;1 926;3,91;0
5;Karlovarskı;5;Koèvara Jaroslav;51;ODS;ODS;1 885;3,83;0
5;Karlovarskı;6;Petr Miroslav;67;ODS;ODS;633;1,28;0
5;Karlovarskı;7;Fiedlerová Zdeòka;58;ODS;ODS;827;1,68;0
5;Karlovarskı;8;Král Zdenìk;46;ODS;ODS;648;1,31;0
5;Karlovarskı;9;Veselı Jiøí;46;ODS;ODS;767;1,55;0
5;Karlovarskı;10;Strnadová Dagmar;49;ODS;ODS;778;1,58;0
5;Karlovarskı;11;Orálek Luboš;41;ODS;ODS;266;0,54;0
5;Karlovarskı;12;Chval Jiøí;44;ODS;ODS;620;1,26;0
5;Karlovarskı;13;Kašparová Eva;36;ODS;ODS;624;1,26;0
5;Karlovarskı;14;Vodièková Olga;42;ODS;ODS;582;1,18;0
6;Ústeckı;1;Gandaloviè Petr;41;ODS;ODS;22 889;17,55;0
6;Ústeckı;2;Øebíèek Aleš;39;ODS;ODS;2 645;2,02;0
6;Ústeckı;3;Vojíø Oldøich;44;ODS;ODS;2 198;1,68;0
6;Ústeckı;4;Polanskı Jiøí;55;ODS;ODS;1 875;1,43;0
6;Ústeckı;5;Šoltys Vladimír;54;ODS;ODS;2 340;1,79;0
6;Ústeckı;6;Reindl Radek;35;ODS;ODS;1 367;1,04;0
6;Ústeckı;7;Poláèek Josef;57;ODS;ODS;1 137;0,87;0
6;Ústeckı;8;Bía Josef;56;ODS;ODS;1 092;0,83;0
6;Ústeckı;9;Hlinková Libìna;47;ODS;ODS;1 952;1,49;0
6;Ústeckı;10;Volák Daniel;40;ODS;ODS;731;0,56;0
6;Ústeckı;11;Tesarèíková Dagmar;49;ODS;ODS;940;0,72;0
6;Ústeckı;12;Tošovskı Pavel;43;ODS;ODS;2 913;2,23;0
6;Ústeckı;13;Šitnerová Antonie;60;ODS;ODS;484;0,37;0
6;Ústeckı;14;Kubínek Zdenìk;56;ODS;ODS;696;0,53;0
6;Ústeckı;15;Zuna Milan;65;ODS;ODS;463;0,35;0
6;Ústeckı;16;Seidl Vìroslav;56;ODS;ODS;461;0,35;0
6;Ústeckı;17;Keršlágerová Irena;54;ODS;ODS;324;0,24;0
6;Ústeckı;18;Pátek Miroslav;61;ODS;ODS;326;0,25;0
6;Ústeckı;19;Váòa Ivan;64;ODS;ODS;1 269;0,97;0
6;Ústeckı;20;Jílková Irena;49;ODS;ODS;928;0,71;0
6;Ústeckı;21;Záhorskı Vladimír;53;ODS;ODS;624;0,47;0
6;Ústeckı;22;Tıøová Helena;32;ODS;ODS;846;0,64;0
6;Ústeckı;23;Kejø Pavel;53;ODS;ODS;925;0,7;0
6;Ústeckı;24;Kraus Tomáš;36;ODS;ODS;2 137;1,63;0
6;Ústeckı;25;Binter Jiøí;51;ODS;ODS;477;0,36;0
6;Ústeckı;26;Mikulášek Miroslav;38;ODS;ODS;312;0,23;0
7;Libereckı;1;Hasil Tomáš;44;ODS;ODS;2 567;3,06;0
7;Libereckı;2;Jeek Libor;44;ODS;ODS;2 275;2,71;0
7;Libereckı;3;Mach Zdenìk;53;ODS;ODS;1 961;2,34;0
7;Libereckı;4;Raninec Juraj;38;ODS;ODS;7 153;8,55;0
7;Libereckı;5;Doudìra Jan;56;ODS;ODS;727;0,86;0
7;Libereckı;6;Veverka Jan;30;ODS;ODS;1 214;1,45;0
7;Libereckı;7;Vyštejnová Jiøina;51;ODS;ODS;1 208;1,44;0
7;Libereckı;8;Krenickı Zdenìk;50;ODS;ODS;1 290;1,54;0
7;Libereckı;9;dárská Vìra;48;ODS;ODS;1 900;2,27;0
7;Libereckı;10;Špetlík Otakar;51;ODS;ODS;1 721;2,05;0
7;Libereckı;11;Dohnalová Jana;39;ODS;ODS;1 011;1,2;0
7;Libereckı;12;Louda Radovan;44;ODS;ODS;1 323;1,58;0
7;Libereckı;13;Jozífková Nadìda;44;ODS;ODS;1 308;1,56;0
7;Libereckı;14;Haken Petr;43;ODS;ODS;1 153;1,37;0
7;Libereckı;15;Petrelka Pavel;38;ODS;ODS;783;0,93;0
7;Libereckı;16;Prokop Tomáš;42;ODS;ODS;1 029;1,23;0
7;Libereckı;17;Canov Michael;45;ODS;ODS;822;0,98;0
8;Královéhradeckı;1;Horníková Zdeòka;53;ODS;ODS;5 073;4,55;0
8;Královéhradeckı;2;Kafka David;57;ODS;ODS;2 447;2,19;0
8;Královéhradeckı;3;Lhota Zdenìk;38;ODS;ODS;3 424;3,07;0
8;Královéhradeckı;4;Jeek Josef;56;ODS;ODS;1 302;1,16;0
8;Královéhradeckı;5;Kochan Jozef;60;ODS;ODS;3 252;2,91;0
8;Královéhradeckı;6;Procházka Miroslav;46;ODS;ODS;1 424;1,27;0
8;Královéhradeckı;7;Vojtìch Petr;39;ODS;ODS;1 140;1,02;0
8;Královéhradeckı;8;Mojíš Libor;38;ODS;ODS;996;0,89;0
8;Královéhradeckı;9;Vlasák Miroslav;45;ODS;ODS;1 410;1,26;0
8;Královéhradeckı;10;Záleskı Vladimír;51;ODS;ODS;452;0,4;0
8;Královéhradeckı;11;Kuèera Miloslav;49;ODS;ODS;863;0,77;0
8;Královéhradeckı;12;Herman Boris;41;ODS;ODS;792;0,71;0
8;Královéhradeckı;13;Medová Renata;45;ODS;ODS;1 039;0,93;0
8;Královéhradeckı;14;Melnická Jitka;56;ODS;ODS;373;0,33;0
8;Královéhradeckı;15;Trnovská Monika;36;ODS;ODS;1 470;1,31;0
8;Královéhradeckı;16;Jaroš Emil;62;ODS;ODS;1 899;1,7;0
8;Královéhradeckı;17;Malijovská Bronislava;49;ODS;ODS;405;0,36;0
8;Královéhradeckı;18;Nıdrle Ondøej;30;ODS;ODS;1 117;1;0
8;Královéhradeckı;19;Zima Petr;38;ODS;ODS;614;0,55;0
8;Královéhradeckı;20;Meèíø Martin;35;ODS;ODS;1 227;1,1;0
9;Pardubickı;1;Libı Ladislav;52;ODS;ODS;2 538;2,78;0
9;Pardubickı;2;Èepelka Jiøí;52;ODS;ODS;3 454;3,79;0
9;Pardubickı;3;Petruška Daniel;34;ODS;ODS;2 477;2,71;0
9;Pardubickı;4;Nájemník Václav;61;ODS;ODS;1 503;1,64;0
9;Pardubickı;5;Páralová Alena;57;ODS;ODS;9 055;9,93;0
9;Pardubickı;6;Lukášová Magda;52;ODS;ODS;1 881;2,06;0
9;Pardubickı;7;Stejnı Milan;59;ODS;ODS;540;0,59;0
9;Pardubickı;8;ïárskı Oldøich;49;ODS;ODS;608;0,66;0
9;Pardubickı;9;Popelka Miroslav;43;ODS;ODS;1 713;1,88;0
9;Pardubickı;10;Karamazov Simeon;42;ODS;ODS;1 991;2,18;0
9;Pardubickı;11;Hruška Vlastimil;55;ODS;ODS;798;0,87;0
9;Pardubickı;12;Soukup Tomáš;34;ODS;ODS;1 208;1,32;0
9;Pardubickı;13;Borkovcová Marie;47;ODS;ODS;1 039;1,14;0
9;Pardubickı;14;Štìpánek Vítìzslav;48;ODS;ODS;653;0,71;0
9;Pardubickı;15;Klodner Jaroslav;53;ODS;ODS;833;0,91;0
9;Pardubickı;16;áková Zdeòka;54;ODS;ODS;481;0,52;0
9;Pardubickı;17;Kislinger Jan;53;ODS;ODS;454;0,49;0
9;Pardubickı;18;Fritscherová Olga;47;ODS;ODS;541;0,59;0
9;Pardubickı;19;Noka Vladimír;46;ODS;ODS;625;0,68;0
10;Vysoèina;1;Nìmcová Miroslava;53;ODS;ODS;7 653;10,01;0
10;Vysoèina;2;Hink Vladimír;49;ODS;ODS;2 748;3,59;0
10;Vysoèina;3;Šmíd Milan;54;ODS;ODS;1 361;1,78;0
10;Vysoèina;4;Kafoòková Simona;36;ODS;ODS;2 246;2,94;0
10;Vysoèina;5;Šoposká Lenka;41;ODS;ODS;1 645;2,15;0
10;Vysoèina;6;Tomášková Jana;56;ODS;ODS;711;0,93;0
10;Vysoèina;7;Nechvátal Vladislav;41;ODS;ODS;566;0,74;0
10;Vysoèina;8;Benc Ota;40;ODS;ODS;656;0,85;0
10;Vysoèina;9;Pípal Zbynìk;34;ODS;ODS;698;0,91;0
10;Vysoèina;10;Sokolíèek Josef;67;ODS;ODS;545;0,71;0
10;Vysoèina;11;Bambula Leopold;66;ODS;ODS;920;1,2;0
10;Vysoèina;12;Blaek Zdenìk;52;ODS;ODS;429;0,56;0
10;Vysoèina;13;Diviš Roman;37;ODS;ODS;358;0,46;0
10;Vysoèina;14;Vovsík Radek;39;ODS;ODS;652;0,85;0
10;Vysoèina;15;Müllerová Hana;53;ODS;ODS;282;0,36;0
10;Vysoèina;16;Nováèek Alois;58;ODS;ODS;434;0,56;0
10;Vysoèina;17;aloudek Stanislav;44;ODS;ODS;344;0,45;0
10;Vysoèina;18;Rensa Pavel;48;ODS;ODS;379;0,49;0
10;Vysoèina;19;Doleal Jaroslav;49;ODS;ODS;497;0,65;0
11;Jihomoravskı;1;Mencl Václav;63;ODS;ODS;5 199;2,78;0
11;Jihomoravskı;2;Bartoš Walter;45;ODS;ODS;4 230;2,26;0
11;Jihomoravskı;3;Šeich David;29;ODS;ODS;2 440;1,3;0
11;Jihomoravskı;4;Pleva Petr;46;ODS;ODS;3 839;2,05;0
11;Jihomoravskı;5;Suchánek Pavel;54;ODS;ODS;2 019;1,08;0
11;Jihomoravskı;6;Sivera František;39;ODS;ODS;4 780;2,55;0
11;Jihomoravskı;7;Hrbata Michael;35;ODS;ODS;1 996;1,06;0
11;Jihomoravskı;8;Filipi Dana;36;ODS;ODS;5 673;3,03;0
11;Jihomoravskı;9;Paøík Jaroslav Michael;64;ODS;ODS;2 267;1,21;0
11;Jihomoravskı;10;Šimeèek Lubor;46;ODS;ODS;2 494;1,33;0
11;Jihomoravskı;11;Švábenskı Karel;52;ODS;ODS;1 368;0,73;0
11;Jihomoravskı;12;Kotzian Robert;31;ODS;ODS;1 570;0,84;0
11;Jihomoravskı;13;Poledòák Igor;46;ODS;ODS;1 594;0,85;0
11;Jihomoravskı;14;Vávra Eduard;62;ODS;ODS;721;0,38;0
11;Jihomoravskı;15;Fabík Vojtìch;47;ODS;ODS;1 503;0,8;0
11;Jihomoravskı;16;Beránek Martin;33;ODS;ODS;691;0,36;0
11;Jihomoravskı;17;Satke David;22;ODS;ODS;898;0,48;0
11;Jihomoravskı;18;Cetkovskı Martin;36;ODS;ODS;845;0,45;0
11;Jihomoravskı;19;Švábenskı Miloslav;28;ODS;ODS;447;0,23;0
11;Jihomoravskı;20;Mlejnek Lubomír;49;ODS;ODS;850;0,45;0
11;Jihomoravskı;21;Lvová Terezie;59;ODS;ODS;1 495;0,8;0
11;Jihomoravskı;22;Kadlec Michal;28;ODS;ODS;585;0,31;0
11;Jihomoravskı;23;Adámek Petr;33;ODS;ODS;522;0,27;0
11;Jihomoravskı;24;Høebaèková Leona;33;ODS;ODS;1 019;0,54;0
11;Jihomoravskı;25;Øièicová Andrea;30;ODS;ODS;529;0,28;0
11;Jihomoravskı;26;Šmerda Vladimír;46;ODS;ODS;629;0,33;0
11;Jihomoravskı;27;Grünwald Hynek;43;ODS;ODS;377;0,2;0
11;Jihomoravskı;28;Strelièka Jan;23;ODS;ODS;698;0,37;0
11;Jihomoravskı;29;Ryba Vladimír;55;ODS;ODS;356;0,19;0
11;Jihomoravskı;30;Winklerová Dana;45;ODS;ODS;606;0,32;0
11;Jihomoravskı;31;Karásek Jan;31;ODS;ODS;218;0,11;0
11;Jihomoravskı;32;Habanec Bøetislav;43;ODS;ODS;281;0,15;0
11;Jihomoravskı;33;Krásnı Vladan;38;ODS;ODS;502;0,26;0
11;Jihomoravskı;34;Štípa Pavel;44;ODS;ODS;660;0,35;0
12;Olomouckı;1;Langer Ivan;39;ODS;ODS;9 731;9,62;0
12;Olomouckı;2;Krill Petr;65;ODS;ODS;3 347;3,3;0
12;Olomouckı;3;Fiala Radim;36;ODS;ODS;4 085;4,03;0
12;Olomouckı;4;Boháè Zdenìk;48;ODS;ODS;2 487;2,45;0
12;Olomouckı;5;Skyva Petr;64;ODS;ODS;1 292;1,27;0
12;Olomouckı;6;Jankù Iveta;42;ODS;ODS;3 196;3,15;0
12;Olomouckı;7;Jedlièka Jan;47;ODS;ODS;2 392;2,36;0
12;Olomouckı;8;Sobotík Josef;53;ODS;ODS;733;0,72;0
12;Olomouckı;9;Hrindová Eva;40;ODS;ODS;2 280;2,25;0
12;Olomouckı;10;Tesaø Jan;59;ODS;ODS;2 385;2,35;0
12;Olomouckı;11;Krejèiøík Pavel;60;ODS;ODS;713;0,7;0
12;Olomouckı;12;Horák Dalibor;40;ODS;ODS;682;0,67;0
12;Olomouckı;13;Vanura Jiøí;62;ODS;ODS;1 112;1,09;0
12;Olomouckı;14;Snášel Jiøí;45;ODS;ODS;821;0,81;0
12;Olomouckı;15;Jaèková Nadìda;50;ODS;ODS;809;0,79;0
12;Olomouckı;16;Zapletal Marek;42;ODS;ODS;772;0,76;0
12;Olomouckı;17;Míková Petra;36;ODS;ODS;1 021;1;0
12;Olomouckı;18;Blumenstein Tomáš;26;ODS;ODS;971;0,95;0
12;Olomouckı;19;Hıbner Jaroslav;42;ODS;ODS;180;0,17;0
12;Olomouckı;20;Pokrupa Jaroslav;51;ODS;ODS;370;0,36;0
12;Olomouckı;21;Chytil Kvìtoslav;57;ODS;ODS;314;0,31;0
12;Olomouckı;22;Král Ivan;65;ODS;ODS;133;0,13;0
12;Olomouckı;23;Jurníèek Bedøich;32;ODS;ODS;252;0,24;0
13;Zlínskı;1;Neèas Petr;41;ODS;ODS;11 153;11;0
13;Zlínskı;2;Plachı Jaroslav;54;ODS;ODS;1 876;1,85;0
13;Zlínskı;3;Svoboda Pavel;52;ODS;ODS;1 532;1,51;0
13;Zlínskı;4;Úlehla Tomáš;41;ODS;ODS;6 920;6,82;0
13;Zlínskı;5;Táborská Iveta;44;ODS;ODS;2 041;2,01;0
13;Zlínskı;6;Pijáèek Jan;47;ODS;ODS;2 021;1,99;0
13;Zlínskı;7;Nìmec Jiøí;52;ODS;ODS;654;0,64;0
13;Zlínskı;8;Trèka Jan;54;ODS;ODS;1 598;1,57;0
13;Zlínskı;9;Konèickı Jaroslav;39;ODS;ODS;580;0,57;0
13;Zlínskı;10;Karásek Libor;43;ODS;ODS;1 707;1,68;0
13;Zlínskı;11;Slovák Josef;47;ODS;ODS;1 088;1,07;0
13;Zlínskı;12;Hoza Roman;39;ODS;ODS;611;0,6;0
13;Zlínskı;13;Herentinová Pavlína;39;ODS;ODS;882;0,87;0
13;Zlínskı;14;Josefík Pavel;51;ODS;ODS;631;0,62;0
13;Zlínskı;15;Sklenská Jiøina;50;ODS;ODS;477;0,47;0
13;Zlínskı;16;Fuksa Bronislav;44;ODS;ODS;502;0,49;0
13;Zlínskı;17;Šindláø Miroslav;49;ODS;ODS;1 254;1,23;0
13;Zlínskı;18;Tichavskı Kvìtoslav;56;ODS;ODS;851;0,83;0
13;Zlínskı;19;Rousová Libuše;53;ODS;ODS;1 040;1,02;0
13;Zlínskı;20;Sedláèek Petr;39;ODS;ODS;431;0,42;0
13;Zlínskı;21;Šimèík Jan;53;ODS;ODS;240;0,23;0
13;Zlínskı;22;Krupa Vladimír;52;ODS;ODS;135;0,13;0
14;Moravskoslezskı;1;Øíman Martin;45;ODS;ODS;13 180;7,68;0
14;Moravskoslezskı;2;Chytka Radim;46;ODS;ODS;2 941;1,71;0
14;Moravskoslezskı;3;Krajíèek Miroslav;59;ODS;ODS;2 330;1,35;0
14;Moravskoslezskı;4;Krupka Jaroslav;48;ODS;ODS;1 822;1,06;0
14;Moravskoslezskı;5;Hrnèíø Pavel;45;ODS;ODS;1 533;0,89;0
14;Moravskoslezskı;6;Sehoø Karel;54;ODS;ODS;2 381;1,38;0
14;Moravskoslezskı;7;Molendová Dagmar;49;ODS;ODS;5 705;3,32;0
14;Moravskoslezskı;8;Nowak Libor;48;ODS;ODS;2 317;1,35;0
14;Moravskoslezskı;9;Kantor Ivo;46;ODS;ODS;2 747;1,6;0
14;Moravskoslezskı;10;Kocianová Jitka;51;ODS;ODS;1 105;0,64;0
14;Moravskoslezskı;11;Øeháèek Petr;43;ODS;ODS;860;0,5;0
14;Moravskoslezskı;12;Maòas David;40;ODS;ODS;1 149;0,66;0
14;Moravskoslezskı;13;Trojek Petr;51;ODS;ODS;1 227;0,71;0
14;Moravskoslezskı;14;Šrámek Alfréd;28;ODS;ODS;1 433;0,83;0
14;Moravskoslezskı;15;Kalcovská Nicol;37;ODS;ODS;2 044;1,19;0
14;Moravskoslezskı;16;Janèálková Dagmar;47;ODS;ODS;1 319;0,76;0
14;Moravskoslezskı;17;Pipreková Helena;56;ODS;ODS;427;0,24;0
14;Moravskoslezskı;18;Štich Zdenìk;77;ODS;ODS;138;0,08;0
14;Moravskoslezskı;19;Švrèek Zdenìk;50;ODS;ODS;427;0,24;0
14;Moravskoslezskı;20;Šafránková Marcela;49;ODS;ODS;532;0,31;0
14;Moravskoslezskı;21;Šik Petr;48;ODS;ODS;368;0,21;0
14;Moravskoslezskı;22;Zapletalová Radana;43;ODS;ODS;509;0,29;0
14;Moravskoslezskı;23;Bìrskı Kamil;47;ODS;ODS;1 872;1,09;0
14;Moravskoslezskı;24;Bednaøík Karel;42;ODS;ODS;436;0,25;0
14;Moravskoslezskı;25;Janèar Ivo;33;ODS;ODS;552;0,32;0
14;Moravskoslezskı;26;Jurek Stanislav;48;ODS;ODS;555;0,32;0
14;Moravskoslezskı;27;Hlawiczka Karel;69;ODS;ODS;204;0,11;0
14;Moravskoslezskı;28;Valko Petr;34;ODS;ODS;358;0,2;0
14;Moravskoslezskı;29;Šoulák Bohumil;50;ODS;ODS;299;0,17;0
14;Moravskoslezskı;30;Kubaèka Jiøí;53;ODS;ODS;172;0,1;0
14;Moravskoslezskı;31;Dohnal Jan;26;ODS;ODS;292;0,17;0
14;Moravskoslezskı;32;Machová Eva;50;ODS;ODS;240;0,13;0
14;Moravskoslezskı;33;Špok Marek;34;ODS;ODS;421;0,24;0
14;Moravskoslezskı;34;Pospiechová Renata;46;ODS;ODS;440;0,25;0
14;Moravskoslezskı;35;Kotaba Ivo;50;ODS;ODS;305;0,17;0
14;Moravskoslezskı;36;Nováèek Tomáš;53;ODS;ODS;304;0,17;0
1;Hl. m. Praha;1;Rath David;40;ÈSSD;BEZPP;19 928;13,02;0
1;Hl. m. Praha;2;Svoboda Miroslav;44;ÈSSD;ÈSSD;3 206;2,09;0
1;Hl. m. Praha;3;Šplíchal Karel;59;ÈSSD;ÈSSD;2 190;1,43;0
1;Hl. m. Praha;4;Køeèek Stanislav;68;ÈSSD;ÈSSD;11 342;7,41;0
1;Hl. m. Praha;5;Kalábková Gabriela;30;ÈSSD;ÈSSD;4 296;2,8;0
1;Hl. m. Praha;6;Dimitrov Kosta;57;ÈSSD;ÈSSD;552;0,36;0
1;Hl. m. Praha;7;Dufek Jan;51;ÈSSD;ÈSSD;903;0,59;0
1;Hl. m. Praha;8;Václavek Miroslav;50;ÈSSD;ÈSSD;496;0,32;0
1;Hl. m. Praha;9;Nováková Eva;50;ÈSSD;ÈSSD;1 075;0,7;0
1;Hl. m. Praha;10;Polaneckı Vladimír;64;ÈSSD;ÈSSD;2 760;1,8;0
1;Hl. m. Praha;11;Ibl Petr;52;ÈSSD;ÈSSD;1 077;0,7;0
1;Hl. m. Praha;12;Novotnı Tomáš;37;ÈSSD;ÈSSD;1 195;0,78;0
1;Hl. m. Praha;13;Halová Hana;52;ÈSSD;ÈSSD;739;0,48;0
1;Hl. m. Praha;14;Koskuba Jiøí;50;ÈSSD;ÈSSD;2 640;1,72;0
1;Hl. m. Praha;15;Marhoul Jan;24;ÈSSD;ÈSSD;1 165;0,76;0
1;Hl. m. Praha;16;Filipoviè Igor;61;ÈSSD;ÈSSD;208;0,13;0
1;Hl. m. Praha;17;Alušíková Marie;58;ÈSSD;ÈSSD;2 817;1,84;0
1;Hl. m. Praha;18;Pøikryl Ivan;57;ÈSSD;ÈSSD;622;0,4;0
1;Hl. m. Praha;19;Dobrı Josef;69;ÈSSD;ÈSSD;830;0,54;0
1;Hl. m. Praha;20;Malanik Miloslav;70;ÈSSD;ÈSSD;94;0,06;0
1;Hl. m. Praha;21;Metelec Jiøí;55;ÈSSD;ÈSSD;126;0,08;0
1;Hl. m. Praha;22;Pubrdle Tomáš;26;ÈSSD;ÈSSD;457;0,29;0
1;Hl. m. Praha;23;Šafr Jan;63;ÈSSD;ÈSSD;154;0,1;0
1;Hl. m. Praha;24;Cinke Vladimír;62;ÈSSD;ÈSSD;177;0,11;0
1;Hl. m. Praha;25;Pech Jan;56;ÈSSD;ÈSSD;194;0,12;0
1;Hl. m. Praha;26;Šlajer Vratislav;62;ÈSSD;ÈSSD;80;0,05;0
1;Hl. m. Praha;27;Jankovskı Petr;60;ÈSSD;ÈSSD;125;0,08;0
1;Hl. m. Praha;28;Pokornı Petr;59;ÈSSD;ÈSSD;51;0,03;0
1;Hl. m. Praha;29;Matonoha Drahoslav;49;ÈSSD;ÈSSD;199;0,13;0
1;Hl. m. Praha;30;Máša Miloš;66;ÈSSD;ÈSSD;84;0,05;0
1;Hl. m. Praha;31;Trnková Jaroslava;69;ÈSSD;ÈSSD;251;0,16;0
1;Hl. m. Praha;32;Obst Jan;54;ÈSSD;ÈSSD;132;0,08;0
1;Hl. m. Praha;33;Nigrin Bohuslav;61;ÈSSD;ÈSSD;161;0,1;0
1;Hl. m. Praha;34;Nevedomská Sylva;36;ÈSSD;ÈSSD;576;0,37;0
1;Hl. m. Praha;35;Kubíková Karla;56;ÈSSD;ÈSSD;141;0,09;0
1;Hl. m. Praha;36;Èápová Vìra;48;ÈSSD;ÈSSD;1 023;0,66;0
2;Støedoèeskı;1;Urban Milan;47;ÈSSD;ÈSSD;10 796;5,66;0
2;Støedoèeskı;2;Dolejš Richard;35;ÈSSD;ÈSSD;3 428;1,79;0
2;Støedoèeskı;3;Øihák Josef;47;ÈSSD;ÈSSD;3 530;1,85;0
2;Støedoèeskı;4;Hamáèek Jan;27;ÈSSD;ÈSSD;3 185;1,67;0
2;Støedoèeskı;5;Mazuchová Lenka;47;ÈSSD;ÈSSD;3 240;1,69;0
2;Støedoèeskı;6;Vnouèek František;60;ÈSSD;ÈSSD;2 460;1,29;0
2;Støedoèeskı;7;Èurdová Anna;44;ÈSSD;ÈSSD;2 076;1,08;0
2;Støedoèeskı;8;Sunkovskı Petr;41;ÈSSD;ÈSSD;1 784;0,93;0
2;Støedoèeskı;9;Kotouš Zdenìk;39;ÈSSD;ÈSSD;572;0,3;0
2;Støedoèeskı;10;Vomáèko Ladislav;62;ÈSSD;ÈSSD;740;0,38;0
2;Støedoèeskı;11;Tøešòák Jiøí;67;ÈSSD;ÈSSD;404;0,21;0
2;Støedoèeskı;12;Koníèek František;53;ÈSSD;ÈSSD;410;0,21;0
2;Støedoèeskı;13;Mocová Dagmar;59;ÈSSD;ÈSSD;1 403;0,73;0
2;Støedoèeskı;14;Müller Miloslav;48;ÈSSD;ÈSSD;529;0,27;0
2;Støedoèeskı;15;Semerád Marek;28;ÈSSD;ÈSSD;1 142;0,59;0
2;Støedoèeskı;16;ika Jan;61;ÈSSD;ÈSSD;799;0,41;0
2;Støedoèeskı;17;Suchı Miroslav;31;ÈSSD;ÈSSD;956;0,5;0
2;Støedoèeskı;18;Beneš Václav;61;ÈSSD;ÈSSD;1 408;0,73;0
2;Støedoèeskı;19;Plavec Kamil;49;ÈSSD;ÈSSD;260;0,13;0
2;Støedoèeskı;20;Cihláø Jan;24;ÈSSD;ÈSSD;999;0,52;0
2;Støedoèeskı;21;Kyllar František;58;ÈSSD;ÈSSD;427;0,22;0
2;Støedoèeskı;22;Zemek Václav;32;ÈSSD;ÈSSD;774;0,4;0
2;Støedoèeskı;23;Zelenka Jaroslav;56;ÈSSD;ÈSSD;486;0,25;0
2;Støedoèeskı;24;Havlíèek Ivan;61;ÈSSD;ÈSSD;633;0,33;0
2;Støedoèeskı;25;Flígl Jaromír;42;ÈSSD;ÈSSD;331;0,17;0
2;Støedoèeskı;26;Hutr Pavel;40;ÈSSD;ÈSSD;279;0,14;0
2;Støedoèeskı;27;Dobiáš Luboš;49;ÈSSD;ÈSSD;145;0,07;0
2;Støedoèeskı;28;Králíková Alexandra;49;ÈSSD;ÈSSD;581;0,3;0
2;Støedoèeskı;29;Molnár Karel;60;ÈSSD;ÈSSD;547;0,28;0
2;Støedoèeskı;30;Cincibus Aleš;50;ÈSSD;ÈSSD;736;0,38;0
2;Støedoèeskı;31;Medøická Dana;43;ÈSSD;ÈSSD;729;0,38;0
