nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,valid,name
7,PaS,38,Stanislav,Homičko,Mgr.,25,koordinátor stavby,Rudlov,1,Stanislav Homičko
7,PaS,39,Ružena,Vargová,Bc.,39,riadiaca pracovníčka,Nové Zámky,1,Ružena Vargová
7,PaS,40,Ján,Margala,,59,železničiar,Nové mesto nad Váhom,1,Ján Margala
7,PaS,41,Renáta,Sihlovcová,,44,vlakvedúca,Rajec,1,Renáta Sihlovcová
7,PaS,42,Silvia,Sihlovcová,Bc.,38,živnostníčka,Košeca,1,Silvia Sihlovcová
7,PaS,43,Zoltán,Bodnár,Ing.,46,stavebný inžinier,Trstená,1,Zoltán Bodnár
7,PaS,44,Jozef,Vrábeľ,Ing.,38,hlavný kontrolór dohľadu NBS,Bratislava,1,Jozef Vrábeľ
7,PaS,45,Viera,Lukáčová,,43,SZČO,Bratislava,1,Viera Lukáčová
7,PaS,46,Patrícia,Fabová,,38,manažérka,Sereď,1,Patrícia Fabová
7,PaS,47,Jozef,Bravis,,24,živnostník,Litmanová,1,Jozef Bravis
7,PaS,48,Andrea,Fedorovičová,Mgr.,24,žurnalistka,Bratislava,1,Andrea Fedorovičová
7,PaS,49,Miroslava,Gálová,,33,podnikateľka,Bratislava,1,Miroslava Gálová
7,PaS,50,Diana,Hlivová,,23,asistentka,Bratislava,1,Diana Hlivová
7,PaS,51,Rastislav,Gottwald,,25,podnikateľ,Trnava,1,Rastislav Gottwald
7,PaS,52,Peter,Jurík,,39,manažér,Nitra,1,Peter Jurík
7,PaS,53,Tomáš,Uhliar,Ing.,31,manažér,Banská Bystrica,1,Tomáš Uhliar
7,PaS,54,Ondrej,Kožiak,,51,dôchodca,Cinobaňa,1,Ondrej Kožiak
7,PaS,55,Dalibor,Paška,,25,nezamestnaný,Očkov,1,Dalibor Paška
7,PaS,56,Rastislav,Štrbka,,22,podnikateľ,Trnava,1,Rastislav Štrbka
7,PaS,57,Erik,Štefanka,,41,podnikateľ,Bratislava,1,Erik Štefanka
7,PaS,58,Jana,Škulaviková,,29,projektová manažérka,Žilina,1,Jana Škulaviková
7,PaS,59,Lýgia,Staríčková,Ing.,56,dramaturgička,Bratislava,1,Lýgia Staríčková
7,PaS,60,Otília,Hamacková,JUDr. Ing.,56,SZČO,Plevník - Drienové,1,Otília Hamacková
7,PaS,61,Stanislav,Bednár,,40,vedúci pracovník,Považská Bystrica,1,Stanislav Bednár
7,PaS,62,Martin,Sihlovec,,41,živnostník,Košeca,1,Martin Sihlovec
7,PaS,63,Andrea,Sládeková,Mgr.,39,administratívna pracovníčka,Nové Zámky,1,Andrea Sládeková
7,PaS,64,Marek,Štefko,Ing.,33,podnikateľ,Belá,1,Marek Štefko
7,PaS,65,Robert,Fatura,JUDr.,37,komerčný právnik,Považská Bystrica,1,Robert Fatura
7,PaS,66,Viliam,Slezák,MUDr. CSc.,51,lekár,Bratislava,1,Viliam Slezák
7,PaS,67,Alica,Šuleková,Ing.,58,pedagogička,Košice,1,Alica Šuleková
7,PaS,68,Soňa,Turčanyiová,Bc. Ing.,46,obchodná manažérka,Žilina,1,Soňa Turčanyiová
7,PaS,69,Andrea,Járová,,27,modelka,Bratislava,1,Andrea Járová
7,PaS,70,Melinda,Drevenková,,28,nezamestnaná,Nové Zámky,1,Melinda Drevenková
7,PaS,71,Róbert,Vasiliak,Mgr.,62,manažér,Banská Bystrica,1,Róbert Vasiliak
7,PaS,72,Adam,Rozboril,Mgr.,28,marketingový manažér,Malacky,1,Adam Rozboril
7,PaS,73,Juraj,Račko,,34,pracovník CK,Bratislava,1,Juraj Račko
7,PaS,74,Peter,Ošváth,JUDr. Ing.,58,právnik,Piešťany,1,Peter Ošváth
7,PaS,75,Eva,Godányová,,59,dôchodkyňa,Bratislava,1,Eva Godányová
7,PaS,76,Richard,Hahn,,27,grafik,Pruské,1,Richard Hahn
7,PaS,77,Jana,Eštoková,,39,živnostníčka,Michalovce,1,Jana Eštoková
7,PaS,78,Slavomír,Horváth,Mgr.,39,živnostník,Liptovský Peter,1,Slavomír Horváth
7,PaS,79,Peter,Choleva,Mgr.,25,odborný predajca,Košice,1,Peter Choleva
7,PaS,80,Pavel,Berky,,29,živnostník,Veľký Krtíš,1,Pavel Berky
7,PaS,81,Miroslav,Chochlík,Ing.,49,stredoškolský pedagóg,Trenčín,1,Miroslav Chochlík
7,PaS,82,Richard,Chrupka,,37,prijímací technik autoservisu,Košice,1,Richard Chrupka
7,PaS,83,Ján,Janáč,,53,živnostník,Nové Mesto nad Váhom,1,Ján Janáč
7,PaS,84,Eva,Kováčová,Mgr.,40,štátna zamestnankyňa,Michalovce,1,Eva Kováčová
7,PaS,85,Mária,Mäsiarová,Bc.,39,nezamestnaná,Bánovce nad Bebravou,1,Mária Mäsiarová
7,PaS,86,Radovan,Ščerbák,Bc.,40,manažér,Bratislava,1,Radovan Ščerbák
7,PaS,87,Juraj,Mrázik,Ing.,42,ekonóm,Piešťany,1,Juraj Mrázik
7,PaS,88,Nikola,Murdžáková,Bc.,23,študentka,Smižany,1,Nikola Murdžáková
7,PaS,89,Juraj,Zámečník,MBA.,34,vysokoškolský pedagóg,Trenčín,1,Juraj Zámečník
7,PaS,90,Viliam,Valiga,,21,študent,Michalovce,1,Viliam Valiga
7,PaS,91,Igor,Valko,,41,podnikateľ,Prievidza,1,Igor Valko
7,PaS,92,Andrea,Veličová,,45,fyzioterapeutka,Nové Zámky,1,Andrea Veličová
7,PaS,93,Ján,Vešelényi,,21,študent,Mýto pod Ďumbierom,1,Ján Vešelényi
7,PaS,94,Eva,Vojanská,,58,sociálna pracovníčka,Košice,1,Eva Vojanská
7,PaS,95,Juraj,Prohácka,,30,konateľ spoločnosti,Poprad,1,Juraj Prohácka
7,PaS,96,Jaroslav,Mlynek,Bc.,46,starosta,Ruskovce,1,Jaroslav Mlynek
7,PaS,97,Anton,Páleník,,62,dôchodca,Bratislava,1,Anton Páleník
7,PaS,98,Patrik,Kňažek,Bc.,37,technický manažér,Horné Srnie,1,Patrik Kňažek
7,PaS,99,Gabriela,Kivaderová,,40,podnikateľka,Prešov,1,Gabriela Kivaderová
7,PaS,100,Jozef,Košičiar,Mgr.,48,manažér,Bratislava,1,Jozef Košičiar
7,PaS,101,Hana,Pavlovská,,51,vychovávateľka,Prešov,1,Hana Pavlovská
7,PaS,102,Rudolf,Petrovský,,30,robotník,Bytča,1,Rudolf Petrovský
7,PaS,103,Ján,Blažej,Ing.,59,manažér,Banská Bystrica,1,Ján Blažej
7,PaS,104,Ján,Čelovský,,45,živnostník,Martin,1,Ján Čelovský
7,PaS,105,Vojtech,Gyurics,,41,podnikateľ,Nové Zámky,1,Vojtech Gyurics
7,PaS,106,Kamila,Hanzelová,,33,ekonómka,Trenčín,1,Kamila Hanzelová
7,PaS,107,Beata,Horváthová,,24,tlmočníčka,Hubice,1,Beata Horváthová
7,PaS,108,Jana,Kardošová,,38,ekonómka,Považská Bystrica,1,Jana Kardošová
7,PaS,109,Peter,Kováč,Ing.,50,metodik,Bratislava,1,Peter Kováč
7,PaS,110,Michal,Sopko,Ing.,48,manažér,Bratislava,1,Michal Sopko
7,PaS,111,Juraj,Židek,,39,manažér,Bratislava,1,Juraj Židek
7,PaS,112,Viera,Krasňanová,,41,dôchodkyňa,Považská Bystrica,1,Viera Krasňanová
7,PaS,113,Martin,Macák,,23,podnikateľ,Kysucké Nové Mesto,1,Martin Macák
7,PaS,114,Štefan,Mackovič,,48,živnostník,Badín,1,Štefan Mackovič
7,PaS,115,Ľuboš,Magda,,23,študent,Víťaz,1,Ľuboš Magda
7,PaS,116,Andrej,Sova,Mgr.,48,podnikateľ,Bardejov,1,Andrej Sova
7,PaS,117,Božena,Adamcová,Bc.,34,vedúca pošty,Zliechov,1,Božena Adamcová
7,PaS,118,Magdaléna,Rumanová,,22,študentka,Považská Bystrica,1,Magdaléna Rumanová
7,PaS,119,Katarína,Blahovcová,,33,SZČO,Bratislava,1,Katarína Blahovcová
7,PaS,120,Miroslav,Blahušiak,,51,podnikateľ,Necpaly,1,Miroslav Blahušiak
7,PaS,121,Viola,Bodisová,,55,manažérka,Bratislava,1,Viola Bodisová
7,PaS,122,Dominika,Bodisová,,28,podnikateľka,Bratislava,1,Dominika Bodisová
7,PaS,123,Michal,Bránsky,,31,strojár,Bratislava,1,Michal Bránsky
7,PaS,124,Barbora,Cipovová,,21,kozmetička,Prievidza,1,Barbora Cipovová
7,PaS,125,Ildikó,Dóbiová,,45,účtovníčka,Komárno,1,Ildikó Dóbiová
7,PaS,126,Karol,Nagy,,59,nezamestnaný,Banská Bystrica,1,Karol Nagy
7,PaS,127,Kornel,Lakatoš,,43,strojník,Nové Zámky,1,Kornel Lakatoš
7,PaS,128,Peter,Žilka,,41,podnikateľ,Martin,1,Peter Žilka
7,PaS,129,Dušan,Zelman,,29,podnikateľ,Trenčín,1,Dušan Zelman
7,PaS,130,Katarína,Drgová,,62,dôchodkyňa,Dunajská Lužná,1,Katarína Drgová
7,PaS,131,Igor,Minjarik,,45,administratívny pracovník,Nimnica,1,Igor Minjarik
7,PaS,132,Martin,Kubík,JUDr.,47,právnik,Banská Bystrica,1,Martin Kubík
7,PaS,133,Anna,Káňová,,57,účtovníčka,Bratislava,1,Anna Káňová
7,PaS,134,Rudolf,Hozák,,63,podnikateľ,Bratislava,1,Rudolf Hozák
7,PaS,135,Pavol,Ďuriška,,58,dôchodca,Bratislava,1,Pavol Ďuriška
7,PaS,136,Ľuboš,Drahoš,,46,opravár strojov,Bratislava,1,Ľuboš Drahoš
7,PaS,137,Darina,Cabadajová,Mgr.,49,administratívna pracovníčka,Bratislava,1,Darina Cabadajová
7,PaS,138,Michal,Borguľa,JUDr.,51,podnikateľ,Bratislava,1,Michal Borguľa
7,PaS,139,Ingrid,Kayyaliová,Ing.,50,finančná poradkyňa,Bratislava,1,Ingrid Kayyaliová
7,PaS,140,Marián,Leinerovič,Mgr.,61,redaktor,Bratislava,1,Marián Leinerovič
7,PaS,141,Zdeno,Kmetek,Mgr.,66,pedagóg,Žalobín,1,Zdeno Kmetek
7,PaS,142,Elemír,Kovács,,43,finančný poradca,Šaľa,1,Elemír Kovács
7,PaS,143,Miroslav,Kučera,Ing.,56,lodník,Bratislava,1,Miroslav Kučera
7,PaS,144,Alžbeta,Lacková,,40,administratívna pracovníčka,Nové Zámky,1,Alžbeta Lacková
7,PaS,145,Jarmila,Liedlová,Ing.,65,ekonómka,Bratislava,1,Jarmila Liedlová
7,PaS,146,Ľubomír,Lindtner,,62,dôchodca,Zlaté Klasy,1,Ľubomír Lindtner
7,PaS,147,Peter,Malík,,45,vodič,Bratislava,1,Peter Malík
7,PaS,148,Martin,Petrovič,,60,elektrotechnik,Záhorská Ves,1,Martin Petrovič
7,PaS,149,Július,Rozložník,Ing. Mgr.,66,dôchodca,Bratislava,1,Július Rozložník
7,PaS,150,Jaroslav,Slávik,,37,producent,Bratislava,1,Jaroslav Slávik
8,NÁŠ KRAJ,1,Ľuba,Kráľová,PhDr. PhD.,52,sociologička,Zlatá Baňa,1,Ľuba Kráľová
8,NÁŠ KRAJ,2,Andrej,Smolák,akad. maliar,58,umelec,Bratislava,1,Andrej Smolák
8,NÁŠ KRAJ,3,Rudolf,Hric,PharmDr.,55,lekárnik,Okrúhle,1,Rudolf Hric
8,NÁŠ KRAJ,4,Andrej,Bega,MUDr.,55,lekár,Prešov,1,Andrej Bega
8,NÁŠ KRAJ,5,Stanislav,Lábaj,Ing.,49,bankový pracovník,Košice,1,Stanislav Lábaj
8,NÁŠ KRAJ,6,Dušan,Drančak,PhDr.,52,vedúci výchovy,Humenné,1,Dušan Drančak
8,NÁŠ KRAJ,7,Alena,Minarská,Ing.,53,ekonomická poradkyňa,Bratislava,1,Alena Minarská
8,NÁŠ KRAJ,8,Mikuláš,Žemlička,,67,dôchodca,Prešov,1,Mikuláš Žemlička
8,NÁŠ KRAJ,9,Marián,Nemčišin,Bc.,40,SZČO,Snina,1,Marián Nemčišin
8,NÁŠ KRAJ,10,Miroslav,Duda,JUDr.,53,štátny zamestnanec,Fintice,1,Miroslav Duda
8,NÁŠ KRAJ,11,Ivan,Džupin,Ing.,52,konateľ spoločnosti,Svidník,1,Ivan Džupin
8,NÁŠ KRAJ,12,Andrej,Vilim,,31,konateľ spoločnosti,Pezinok,1,Andrej Vilim
8,NÁŠ KRAJ,13,Ján,Kašper,Ing.,54,textilný inžinier,Poprad,1,Ján Kašper
8,NÁŠ KRAJ,14,Ján,Tilňák,Ing.,56,konateľ spoločnosti,Prešov,1,Ján Tilňák
8,NÁŠ KRAJ,15,Bore,Janeski,MUDr.,51,lekár,Košice,1,Bore Janeski
8,NÁŠ KRAJ,16,Vladimír,Volčko,JUDr.,58,producent,Košice,1,Vladimír Volčko
8,NÁŠ KRAJ,17,Ján,Poprenda,doc. RSDr. CSc.,60,vysokoškolský pedagóg,Šarišské Bohdanovce,1,Ján Poprenda
8,NÁŠ KRAJ,18,Zuzana,Gajdošová,Ing.,47,starostka,Pčoliné,1,Zuzana Gajdošová
8,NÁŠ KRAJ,19,Demeter,Ferko,,60,starosta,Ruská Poruba,1,Demeter Ferko
8,NÁŠ KRAJ,20,Kristián,Huňara,Bc.,39,zamestnanec PSS,Stakčínska Roztoka,1,Kristián Huňara
8,NÁŠ KRAJ,21,Veronika,Káčerová,RNDr.,26,SZČO,Hlohovec,1,Veronika Káčerová
8,NÁŠ KRAJ,22,Mária,Lekešová,,55,nezamestnaná,Kamienka,1,Mária Lekešová
8,NÁŠ KRAJ,23,Valéria,Vasiľová,MUDr.,55,lekárka,Košice,1,Valéria Vasiľová
8,NÁŠ KRAJ,24,Ladislav,Mrázko,,59,podnikateľ- konateľ,Košická Polianka,1,Ladislav Mrázko
8,NÁŠ KRAJ,25,Slavomír,Borovský,JUDr. Ing.,47,konateľ spoločnosti,Moldava nad Bodvou,1,Slavomír Borovský
8,NÁŠ KRAJ,26,Marianna,Hricová,Mgr. PhD.,29,rečová terapeutka,Okrúhle,1,Marianna Hricová
8,NÁŠ KRAJ,27,Peter,Sinaj,MUDr.,45,lekár,Humenné,1,Peter Sinaj
8,NÁŠ KRAJ,28,Slavomír,Ondejka,Ing.,41,učiteľ tanca,Pavlovce nad Uhom,1,Slavomír Ondejka
8,NÁŠ KRAJ,29,Miroslav,Rohun,,51,vedúci prevádzky,Valaliky,1,Miroslav Rohun
8,NÁŠ KRAJ,30,Anna,Mindošová,Mgr.,57,riaditeľka ZŠ a MŠ,Pčoliné,1,Anna Mindošová
8,NÁŠ KRAJ,31,Ivan,Bunganič,MUDr.,59,lekár,Prešov,1,Ivan Bunganič
8,NÁŠ KRAJ,32,Vladimír,Račko,Mgr.,49,podnikateľ,Košice,1,Vladimír Račko
8,NÁŠ KRAJ,33,Eliáš,Labanc,,44,SZČO,Humenné,1,Eliáš Labanc
8,NÁŠ KRAJ,34,Juraj,Pyteľ,Ing.,58,starosta,Stakčínska Roztoka,1,Juraj Pyteľ
8,NÁŠ KRAJ,35,Ladislav,Slanina,,53,podnikateľ,Košice,1,Ladislav Slanina
8,NÁŠ KRAJ,36,Štefan,Štec,,24,študent vysokej školy,Košice,1,Štefan Štec
8,NÁŠ KRAJ,37,Michal,Bobinec,MUDr.,62,lekár,Prešov,1,Michal Bobinec
8,NÁŠ KRAJ,38,Ján Ivan,Vokaľ,MUDr.,55,lekár,Poprad,1,Ján Ivan Vokaľ
8,NÁŠ KRAJ,39,Miroslava,Fabianová,Mgr.,56,učiteľka,Prešov,1,Miroslava Fabianová
8,NÁŠ KRAJ,40,Radovan,Muzika,Mgr.,35,advokát,Humenné,1,Radovan Muzika
8,NÁŠ KRAJ,41,Ivan,Lazor,,39,podnikateľ,Medzilaborce,1,Ivan Lazor
8,NÁŠ KRAJ,42,Peter,Krajčík,Ing.,30,SZČO,Pichne,1,Peter Krajčík
8,NÁŠ KRAJ,43,Kristína,Varšová,Mgr.,46,učiteľka,Snina,1,Kristína Varšová
8,NÁŠ KRAJ,44,Dana,Čusová,,41,vedúca predajne,Belá nad Cirochou,1,Dana Čusová
8,NÁŠ KRAJ,45,Jozef,Takáč,Ing.,73,dôchodca,Košice,1,Jozef Takáč
8,NÁŠ KRAJ,46,Matúš,Labanc,,21,študent VŠ,Humenné,1,Matúš Labanc
8,NÁŠ KRAJ,47,Emília,Šrobová,,53,zdravotnícka laborantka,Snina,1,Emília Šrobová
8,NÁŠ KRAJ,48,Vincent,Roško,,58,technik IT,Košice,1,Vincent Roško
8,NÁŠ KRAJ,49,Kristína,Begová,,21,študentka VŠ,Medzilaborce,1,Kristína Begová
8,NÁŠ KRAJ,50,Richard,Jurčišin,Mgr.,43,riaditeľ ZŠ,Prešov,1,Richard Jurčišin
8,NÁŠ KRAJ,51,Adriana,Cagáňová,,41,konzultantka,Pezinok,1,Adriana Cagáňová
8,NÁŠ KRAJ,52,Jozef,Chomanič,Ing.,49,súkromne hospodáriaci roľník,Kolonica,1,Jozef Chomanič
8,NÁŠ KRAJ,53,Xénia,Sičáková,Ing.,47,učiteľka,Stakčín,1,Xénia Sičáková
8,NÁŠ KRAJ,54,Ľubica,Belková,Mgr.,47,učiteľka,Snina,1,Ľubica Belková
8,NÁŠ KRAJ,55,Stanislav,Gajdoš,,34,podnikateľ,Humenné,1,Stanislav Gajdoš
8,NÁŠ KRAJ,56,Daniela,Popčáková,PhDr.,43,odborná referentka,Veľký Šariš,1,Daniela Popčáková
8,NÁŠ KRAJ,57,Tatiana,Jánošíková,MUDr.,49,lekárka,Svidník,1,Tatiana Jánošíková
8,NÁŠ KRAJ,58,Anna,Glezová,PaedDr.,53,učiteľka,Prešov,1,Anna Glezová
8,NÁŠ KRAJ,59,Ladislav,Čopák,Ing.,44,inžinier zvárania,Snina,1,Ladislav Čopák
8,NÁŠ KRAJ,60,Iveta,Uličná,Mgr.,43,špeciálna pedagogička,Medzilaborce,1,Iveta Uličná
8,NÁŠ KRAJ,61,Ivana,Lazorová,Ing.,34,nezamestnaná,Medzilaborce,1,Ivana Lazorová
8,NÁŠ KRAJ,62,Jozef,Kovalčík,Mgr.,56,učiteľ,Jarabina,1,Jozef Kovalčík
8,NÁŠ KRAJ,63,Alexander,Galajda,Ing.,29,nezamestnaný,Habura,1,Alexander Galajda
8,NÁŠ KRAJ,64,Ivan,Sičák,Ing.,47,pedagóg,Stakčín,1,Ivan Sičák
8,NÁŠ KRAJ,65,Jaroslav,Lengyel,Bc.,26,bankový úradník,Košice,1,Jaroslav Lengyel
8,NÁŠ KRAJ,66,Oľga,Gregová,PaedDr.,52,riaditeľka ZŠ,Kamienka,1,Oľga Gregová
8,NÁŠ KRAJ,67,Helena,Jurašková,Mgr.,45,učiteľka ZŠ,Kamienka,1,Helena Jurašková
8,NÁŠ KRAJ,68,Vlasta,Ocetníková,,47,vychovávateľka,Snina,1,Vlasta Ocetníková
8,NÁŠ KRAJ,69,Emília,Vantarová,,48,učiteľka,Snina,1,Emília Vantarová
8,NÁŠ KRAJ,70,Miroslava,Záhumenská,Mgr. Mgr.,32,etnomuzikologička,Pezinok,1,Miroslava Záhumenská
8,NÁŠ KRAJ,71,Tatiana,Lipinská,Bc.,40,SZČO,Svidník,1,Tatiana Lipinská
8,NÁŠ KRAJ,72,Marek,Duffala,Ing.,32,konštruktér,Pezinok,1,Marek Duffala
8,NÁŠ KRAJ,73,Dušan,Slivovič,Ing.,46,vedúci servisu,Turany nad Ondavou,1,Dušan Slivovič
8,NÁŠ KRAJ,74,Michal,Čontofalský,Mgr.,26,perfuziológ,Šarišské Bohdanovce,1,Michal Čontofalský
8,NÁŠ KRAJ,75,Marek,Kaintz,Mgr.,42,podnikateľ,Košice,1,Marek Kaintz
8,NÁŠ KRAJ,76,Oleg,Andrejko,,41,obchodný zástupca,Šarišský Štiavnik,1,Oleg Andrejko
8,NÁŠ KRAJ,77,Pavol,Zamrij,,37,SZČO,Košice,1,Pavol Zamrij
8,NÁŠ KRAJ,78,Andrej,Evin,MUDr.,52,lekár,Prešov,1,Andrej Evin
8,NÁŠ KRAJ,79,Milan,Goga,Mgr.,27,obchodný radca,Prešov,1,Milan Goga
8,NÁŠ KRAJ,80,Beáta,Majorošová - Bycková,Mgr.,36,kultúrna referentka,Prešov,1,Beáta Majorošová - Bycková
8,NÁŠ KRAJ,81,Michal,Klimík,Mgr.,50,učiteľ,Okrúhle,1,Michal Klimík
8,NÁŠ KRAJ,82,Jozef,Dvorožňák,,60,vedúci DOS,Malý Slavkov,1,Jozef Dvorožňák
8,NÁŠ KRAJ,83,Štefan,Andrejco,Mgr.,59,riaditeľ ZŠ,Ruská Poruba,1,Štefan Andrejco
8,NÁŠ KRAJ,84,Ján,Antal,Ing.,36,poľnohospodár,Hnúšťa,1,Ján Antal
8,NÁŠ KRAJ,85,František,Bodnár,,27,nezamestnaný,Košická Polianka,1,František Bodnár
8,NÁŠ KRAJ,86,Martin,Hreško,Ing.,27,úradník,Nižný Mirošov,1,Martin Hreško
8,NÁŠ KRAJ,87,Ján,Laca,,49,podnikateľ,Krajná Poľana,1,Ján Laca
8,NÁŠ KRAJ,88,Igor,Hantuch,doc. Ing. CSc.,64,vysokoškolský pedagóg,Bratislava,1,Igor Hantuch
8,NÁŠ KRAJ,89,Ján,Štefanik,,42,živnostník,Kručov,1,Ján Štefanik
8,NÁŠ KRAJ,90,Miroslav,Sjanský,,42,podnikateľ,Snina,1,Miroslav Sjanský
8,NÁŠ KRAJ,91,Jozef,Bajkó,,27,ekonóm,Humenné,1,Jozef Bajkó
8,NÁŠ KRAJ,92,Peter,Vilim,,35,hrádzny - hatiar,Dobšiná,1,Peter Vilim
8,NÁŠ KRAJ,93,Edita,Váradyová,,47,pracovníčka poštovej prepravy,Humenné,1,Edita Váradyová
8,NÁŠ KRAJ,94,Jana,Vassová,,48,čašníčka,Humenné,1,Jana Vassová
8,NÁŠ KRAJ,95,Ján,Horváth,,43,podnikateľ,Moldava nad Bodvou,1,Ján Horváth
8,NÁŠ KRAJ,96,Katarína,Murčinková,PhDr.,36,medicínska konzultantka,Prešov,1,Katarína Murčinková
8,NÁŠ KRAJ,97,Gabriela,Cipková,,33,predavačka,Oľka,1,Gabriela Cipková
8,NÁŠ KRAJ,98,Eva,Lorencovičová,,50,SZČO,Prešov,1,Eva Lorencovičová
8,NÁŠ KRAJ,99,Emil,Semanco,PhDr.,58,publicista - výtvarník,Bratislava,1,Emil Semanco
8,NÁŠ KRAJ,100,Imrich,Girašek,Mgr.,43,výsluhový dôchodca,Prešov,1,Imrich Girašek
8,NÁŠ KRAJ,101,Ľubica,Uchaľová,Mgr.,53,učiteľka,Prešov,1,Ľubica Uchaľová
8,NÁŠ KRAJ,102,Jaroslav,Fedorko,,54,živnostník,Snina,1,Jaroslav Fedorko
8,NÁŠ KRAJ,103,Peter,Bafi,,32,manažér,Stratená,1,Peter Bafi
8,NÁŠ KRAJ,104,Mária,Vilimová,,32,hospodárka,Dobšiná,1,Mária Vilimová
8,NÁŠ KRAJ,105,Ľubomír,Jalč,JUDr.,52,dôchodca,Košice,1,Ľubomír Jalč
8,NÁŠ KRAJ,106,Lucia,Hrebenárová,Bc.,36,nezamestnaná,Dobšiná,1,Lucia Hrebenárová
8,NÁŠ KRAJ,107,Jozef,Hudák,Ing.,53,zamestnanec SPP,Stupava,1,Jozef Hudák
8,NÁŠ KRAJ,108,Peter,Zelizňák,RSDr.,62,vedúci referent,Trenčín,1,Peter Zelizňák
8,NÁŠ KRAJ,109,Mária,Artimová,Bc.,47,vychovávateľka,Svidník,1,Mária Artimová
8,NÁŠ KRAJ,110,Matúš,Magera,Mgr.,25,učiteľ ZŠ,Valaská,1,Matúš Magera
8,NÁŠ KRAJ,111,Matúš,Vachna,Bc.,30,podnikateľ,Svidník,1,Matúš Vachna
8,NÁŠ KRAJ,112,Marek,Nohavička,,32,SZČO,Dobšiná,1,Marek Nohavička
8,NÁŠ KRAJ,113,Lukáš,Garbera,Bc.,22,bankový zamestnanec,Prešov,1,Lukáš Garbera
8,NÁŠ KRAJ,114,Vladimír,Falát,,68,elektrotechnik,Prešov,1,Vladimír Falát
8,NÁŠ KRAJ,115,Vladimír,Markovič,,63,podnikateľ,Košice,1,Vladimír Markovič
8,NÁŠ KRAJ,116,Radovan,Korfanta,Ing.,35,obchodný špecialista,Gelnica,1,Radovan Korfanta
8,NÁŠ KRAJ,117,Dana,Mihaľová,,53,vychovávateľka,Svidník,1,Dana Mihaľová
8,NÁŠ KRAJ,118,Helena,Slivková,,63,sprievodkyňa CR,Kendice,1,Helena Slivková
8,NÁŠ KRAJ,119,Marek,Hejda,,36,riaditeľ spoločnosti,Svidník,1,Marek Hejda
8,NÁŠ KRAJ,120,Judita,Kyselá,Mgr.,56,podnikateľka,Prešov,1,Judita Kyselá
8,NÁŠ KRAJ,121,Tomáš,Ňachaj,,26,stavbyvedúci,Ruská Nová Ves,1,Tomáš Ňachaj
8,NÁŠ KRAJ,122,Ingrid,Vallová,,39,študentka,Prešov,1,Ingrid Vallová
8,NÁŠ KRAJ,123,Branislav,Dušek,,29,konateľ spoločnosti,Pezinok,1,Branislav Dušek
9,SZ,1,Pavel,Petrík,Ing.,57,prednosta úradu,Považská Bystrica,1,Pavel Petrík
9,SZ,2,Branislav,Král,JUDr.,32,právnik,Bratislava,1,Branislav Král
9,SZ,3,Miroslav,Král,RNDr. CSc.,57,geológ,Pezinok,1,Miroslav Král
9,SZ,4,Vojtech,Lampert,Ing.,57,generálny riaditeľ,Bratislava,1,Vojtech Lampert
9,SZ,5,Eugen,Oltus,Ing.,49,stavebný technik,Dunajská Lužná,1,Eugen Oltus
9,SZ,6,Ľubica,Haviarová,Mgr.,40,ekonómka,Považská Bystrica,1,Ľubica Haviarová
9,SZ,7,Michal,Bizoň,Dipl. Ing. M.Sc,50,podnikateľ,Púchov,1,Michal Bizoň
9,SZ,8,Róbert,Bučko,Ing.,27,informatik,Snina,1,Róbert Bučko
9,SZ,9,Andrea,Kozáková,Mgr.,31,vedúca kultúrneho centra,Bratislava,1,Andrea Kozáková
9,SZ,10,Jozef,Luterán,Ing.,48,bezpečnostný analytik,Senec,1,Jozef Luterán
9,SZ,11,Arpád,Koszta,,57,prevádzkový pracovník,Handlová,1,Arpád Koszta
9,SZ,12,Štefan,Svitko,,29,motocyklový pretekár,Žaškov,1,Štefan Svitko
9,SZ,13,Peter,Nováčik,Ing.,53,ekológ,Nové Mesto nad Váhom,1,Peter Nováčik
9,SZ,14,Tibor,Gaplovský,JUDr.,57,právnik,Bratislava,1,Tibor Gaplovský
9,SZ,15,Marek,Földesi,MUDr.,34,lekár,Levice,1,Marek Földesi
9,SZ,16,Ľubomír,Šušol,MUDr.,58,chirurg,Limbach,1,Ľubomír Šušol
9,SZ,17,Igor,Novohradský,Mgr.,58,živnostník,Považská Bystrica,1,Igor Novohradský
9,SZ,18,Blažena,Siažiková,Ing.,49,manažérka kvality,Považská Bystrica,1,Blažena Siažiková
9,SZ,19,Renáta,Rimegová,,29,manažérka spoločnosti,Košice,1,Renáta Rimegová
9,SZ,20,Ivan,Slámka,,48,podnikateľ,Ilava,1,Ivan Slámka
9,SZ,21,Pavol,Sabo,,54,prezident Všeobecného odborového zväzu,Poluvsie,1,Pavol Sabo
9,SZ,22,Peter,Spevák,,55,živnostník,Banská Bystrica,1,Peter Spevák
9,SZ,23,Dušan,Ratica,,60,starosta,Rabča,1,Dušan Ratica
9,SZ,24,Tibor,Turza,Bc.,50,štátny zamestnanec,Ilava,1,Tibor Turza
9,SZ,25,Nina,Šimonová,Ing.,26,ekonómka,Bratislava,1,Nina Šimonová
9,SZ,26,Juraj,Mikloš,Mgr.,33,politológ,Bratislava,1,Juraj Mikloš
