district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5300  Stredoslovenský kraj,Demokratická únia Slovenska,22,Jaroslav Lentvorský,Ing.,38,prednosta OkÚ,Veľký Krtíš
5300  Stredoslovenský kraj,Demokratická únia Slovenska,23,Jozef Kováčik,,39,pedag. pracovník,Podkriváň
5300  Stredoslovenský kraj,Demokratická únia Slovenska,24,Marián Haviar,Ing.,43,podnikateľ,Žilina
5300  Stredoslovenský kraj,Demokratická únia Slovenska,25,Peter Svetlík,,41,starosta OcÚ,Lučatín
5300  Stredoslovenský kraj,Demokratická únia Slovenska,26,Ladislav Fizik,,40,podnikateľ,Banská Bystrica
5300  Stredoslovenský kraj,Demokratická únia Slovenska,27,Ján Andrášik,,52,dôchodca,Veľký Krtíš
5300  Stredoslovenský kraj,Demokratická únia Slovenska,28,Oto Gazdík,Ing.,52,zást. riad. SFK,Zvolen
5300  Stredoslovenský kraj,Demokratická únia Slovenska,29,Matej Greisiger,,43,podnikateľ,Rimavská Sobota
5300  Stredoslovenský kraj,Demokratická únia Slovenska,30,Borivoj Harmady,Ing.,40,podnikateľ,Rimavská Sobota
5300  Stredoslovenský kraj,Demokratická únia Slovenska,31,Peter Chorvát,Ing.,31,technik,Tvrdošín
5300  Stredoslovenský kraj,Demokratická únia Slovenska,32,Martin Romanik,,29,robotník,Kysucké Nové Mesto
5300  Stredoslovenský kraj,Demokratická únia Slovenska,33,Peter Kliment,Ing.,33,poradca NR SR,Žiar nad Hronom
5300  Stredoslovenský kraj,Demokratická únia Slovenska,34,Ondrej Šiagi,Ing.,51,syst. inžinier,Sliač
5300  Stredoslovenský kraj,Demokratická únia Slovenska,35,Vladimír Leginus,Ing.,26,podnikateľ,Ružomberok
5300  Stredoslovenský kraj,Demokratická únia Slovenska,36,Anna Turiaková,Ing.,44,samost. referent,Žilina
5300  Stredoslovenský kraj,Demokratická únia Slovenska,37,Milan Mišo,,31,baník,Nováky
5300  Stredoslovenský kraj,Demokratická únia Slovenska,38,Stanislav Janek,,48,technik,Lovča
5300  Stredoslovenský kraj,Demokratická únia Slovenska,39,Jozef Sučík,Ing.,53,technik,Veľký Krtíš
5300  Stredoslovenský kraj,Demokratická únia Slovenska,40,Peter Hesek,Ing.,42,podnikateľ,Námestovo
5300  Stredoslovenský kraj,Demokratická únia Slovenska,41,Anna Lafférsova,,36,THP,Veľký Krtíš
5300  Stredoslovenský kraj,Demokratická únia Slovenska,42,Anna Stašová,,27,operátor,Čadca
5300  Stredoslovenský kraj,Demokratická únia Slovenska,43,Pavol Luciak,,45,ved. MTZ,Malý Krtíš
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,1,Oto Malík,JUDr.,44,advokát,Banská Bystrica
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,2,Štefan Maday,,56,výtvarník,Brezno
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,3,Ján Chmelko,,51,zdravotník,Banská Bystrica
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,4,František Mázsár,,36,podnikateľ,Čierna Voda
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,5,Ján Furda,Ing.,57,stavebný technik,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,6,Ladislav Vasiľ,,41,podnikateľ,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,7,Milan Marcin,Ing.,47,technik,Veľké Kapušany
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,8,Magdaléna Brázová,,57,referentka,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,9,Miloslav Jabor,,53,dozorný,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,10,Peter Gavalec,PhMR.,42,invalid.dôchodca,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,11,Margita Papcúnová,,37,predavačka,Košice
5300  Stredoslovenský kraj,Hnutie za prosperujúce Česko + Slovensko,12,Dagmar Filipová,,46,spoj. mechanik,Košice
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,1,Vladimír Mečiar,JUDr.,52,právnik,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,2,Alica Bieliková,PhDr.,52,redaktorka,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,3,Dušan Slobodník,PhDr. CSc.,67,vedecký pracovník,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,4,Eva Zelenayová,Ing.,49,redaktorka,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,5,Pavel Delinga,Ing. CSc.,55,štátny zamestnanec,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,6,Ján Ducký,Ing.,50,inžinier ekonómie,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,7,Karol Konárik,,45,súkr.podnikateľ,Banská Bystrica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,8,Viliam Hornáček,Akad.maliar,43,preds.SSI KORENE,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,9,Ladislav Polka,JUDr.,42,právnik,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,10,Ján Smolec,,62,novinár,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,11,Ľudmila Mušková,Mgr.,45,učiteľka,Kysucké Nové Mesto
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,12,Iveta Nováková,Ing.,35,banský inžinier,Tisovec
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,13,Arpád Tarnóczy,,58,technik,Nováky
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,14,Ľubomír Novotný,MVDr.,32,veterinárny lekár,Krupina
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,15,Ján Fekete,PaedDr.,49,pedagóg,Modrý Kameň
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,16,Tomáš Cingel,Ing.,50,poslanec NR SR,Považská Bystrica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,17,Jozef Tarčák,PaedDr.,35,stredoškolský učiteľ,Namestovo
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,18,Mária Bartošíková,,55,ekonómka,Žiar nad Hronom
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,19,Dušan Macuška,JUDr.,37,advokát,Lučenec
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,20,Stanislav Líška,Ing.,38,technik,Banská Bystrica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,21,Karol Zahatlan,,36,technik,Bytča
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,22,Vladimír Mikulka,,39,údržbár mechanik,Ružomberok
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,23,Stanislav Husár,JUDr.,54,právnik,Čadca
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,24,Jaroslav Fidrik,,39,súkr.podnikateľ,Trenčianske Teplice
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,25,Eva Kocová,Ing.,36,chemička,Žilina
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,26,Pavol Števček,PhDr. CSc.,62,šefredaktor LT,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,27,Milan Gavlák,Ing.,45,štátny zamestnanec,Žilina
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,28,Marián Vanko,PhDr.,53,psychológ,Púchov
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,29,Pavol Bahna,,51,knihovník,Prievidza
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,30,Gizela Ťavodová,,52,učiteľka,Banská Bystrica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,31,Stanislav Kobela,,35,stroj.technik,Bolešov
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,32,Jana Sudeková,MUDr.,51,zubná lekárka,Považská Bystrica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,33,Ján Pivoluska,Ing.,52,stroj.inžinier,Detva
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,34,Mária Romanovská,,46,ekonómka,Kremnica
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,35,Peter Moravčík,Ing.,34,banský inžinier,Liptovský Mikuláš
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,36,Miroslav Gandi,PaedDr.,40,poslanec NR SR,Tvrdošín
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,37,Jaroslav Compel,RNDr.,32,hygienik,Bratislava
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,38,Jozef Kohút,,56,poľnohosp.technik,Belá-Dulice
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,39,Emília Grendelová,,46,ekonómka,Liptovský Hrádok
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,40,Václav Fraňo,Ing.,56,politický pracovník,Ružomberok
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,41,Jozef Vražel,Ing.,32,riaditeľ OÚP,Čadca
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,42,Janka Mayerová,Ing.,40,ekonómka,Handlova
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,43,Jaroslav Rolko,Ing.,40,ekonóm,Brezno
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,44,Jozef Grapa,Ing.,35,štátny zamestnanec,Krásno nad Kysucou
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,45,Juraj Moravčík,Ing.,40,stroj.inžinier,Nováky
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,46,Ján Zeman,RNDr.,43,poslanec NR SR,Liptovský Hrádok
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,47,Stanislav Jačmeník,,41,starosta obce,Buzitka
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,48,Peter Maruniak,PhDr.,60,výsk.prac.kultúry,Martin
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,49,Anton Pospíšil,Ing.,43,stroj.inžinier,Žilina
5300  Stredoslovenský kraj,Koalícia Hnutie za demokratické Slovensko a Roľnícka strana Slovenska,50,Vladimír Homola,Ing.,41,stroj.inžinier,Čadca
5300  Stredoslovenský kraj,Komunistická strana Slovenska,1,Vladimír Ďaďo,RSDr.,46,predseda KSS,Martin
5300  Stredoslovenský kraj,Komunistická strana Slovenska,2,Anton Trebuľa,,43,robotník,Hriňová-Slanec
5300  Stredoslovenský kraj,Komunistická strana Slovenska,3,Mária Tresťanská,Ing.,42,referentka ŠÚ,Lučenec
5300  Stredoslovenský kraj,Komunistická strana Slovenska,4,Albert Tužinský,RSDr.,47,nezamestnaný,Žiar nad Hronom
5300  Stredoslovenský kraj,Komunistická strana Slovenska,5,Samuel Zubo,RSDr. CSc.,46,pedagóg,Rimavská Sobota
5300  Stredoslovenský kraj,Komunistická strana Slovenska,6,Richard Richter,Ing.,39,agronóm,Malinová
5300  Stredoslovenský kraj,Komunistická strana Slovenska,7,Ján Ševc,RSDr. CSc.,46,pers.námest.,Banská Bystrica
5300  Stredoslovenský kraj,Komunistická strana Slovenska,8,Jaroslav Machovčak,,48,robotník,Staškov
5300  Stredoslovenský kraj,Komunistická strana Slovenska,9,Dušan Saksa,Mgr.,41,učiteľ,Ladce
5300  Stredoslovenský kraj,Komunistická strana Slovenska,10,Ján Šúpol,,46,robotník,Žilina
5300  Stredoslovenský kraj,Komunistická strana Slovenska,11,Alžbeta Kanátová,Ing.,55,dôchodkyňa,Veľký Krtíš
5300  Stredoslovenský kraj,Komunistická strana Slovenska,12,Ján Pančík,,48,právnik,Liptovský Mikuláš
5300  Stredoslovenský kraj,Komunistická strana Slovenska,13,Rudolf Greško,,57,technik,Martin
5300  Stredoslovenský kraj,Komunistická strana Slovenska,14,Milota Kašicová,MUDr.,33,lekárka,Zvolen
5300  Stredoslovenský kraj,Komunistická strana Slovenska,15,Ján Karman,,42,zootechnik,Halič
5300  Stredoslovenský kraj,Komunistická strana Slovenska,16,Ján Pramuka,,30,les.robotník,Hliník nad Hronom
5300  Stredoslovenský kraj,Komunistická strana Slovenska,17,Tibor Grek,RSDr.,53,stroj.zámočník,Prievidza
5300  Stredoslovenský kraj,Komunistická strana Slovenska,18,Milan Šlapka,RSDr.,49,stroj.vod.zariaď.,Považská Bystrica
5300  Stredoslovenský kraj,Komunistická strana Slovenska,19,Viera Dzúrová,RSDr.,43,predavačka,Lučenec
5300  Stredoslovenský kraj,Komunistická strana Slovenska,20,Vladimír Môťovský,Ing.,46,ekonóm,Hriňová
5300  Stredoslovenský kraj,Komunistická strana Slovenska,21,Marian Janičina,,30,banský technik,Veľký Krtíš
5300  Stredoslovenský kraj,Komunistická strana Slovenska,22,Milan Hajtmanský,,54,baník,Ružomberok
5300  Stredoslovenský kraj,Komunistická strana Slovenska,23,Július Hlaváč,,60,technik,Martin
5300  Stredoslovenský kraj,Komunistická strana Slovenska,24,Valéria Bubliaková,,42,zootechnik,Hontianské Moravce
5300  Stredoslovenský kraj,Komunistická strana Slovenska,25,Ján Fanči,,53,starosta obce,Lovinobaňa
5300  Stredoslovenský kraj,Komunistická strana Slovenska,26,Jozef Spurný,,37,robotník,Nová Baňa
5300  Stredoslovenský kraj,Komunistická strana Slovenska,27,Ján Dian,,37,elektroúdržbár,Banská Bystrica
5300  Stredoslovenský kraj,Komunistická strana Slovenska,28,Ján Marko,Ing.,49,súkr.podnikateľ,Slaská
5300  Stredoslovenský kraj,Komunistická strana Slovenska,29,Jozefína Kalusová,,57,pedagog.pracov.,Ladce
5300  Stredoslovenský kraj,Komunistická strana Slovenska,30,Jozef Hering,JUDr.,63,právnik,Sliač
5300  Stredoslovenský kraj,Komunistická strana Slovenska,31,Karol Deli,,50,baník,Prievidza
5300  Stredoslovenský kraj,Komunistická strana Slovenska,32,Ján Kyzek,,49,inv.dôchodca,Malý Krtíš
5300  Stredoslovenský kraj,Komunistická strana Slovenska,33,Mária Šimunová,,58,dôchodkyňa,Žilina
5300  Stredoslovenský kraj,Komunistická strana Slovenska,34,Július Pál,,50,ekonóm,Rimavská Sobota
5300  Stredoslovenský kraj,Komunistická strana Slovenska,35,Ladislav Jakab,,55,robotník,Fiľakovo
5300  Stredoslovenský kraj,Komunistická strana Slovenska,36,Vladimír Churý,Ing.,30,agronóm,Očová
5300  Stredoslovenský kraj,Komunistická strana Slovenska,37,Miroslav Samiec,PhDR.,47,baník,Prievidza
5300  Stredoslovenský kraj,Komunistická strana Slovenska,38,Jozef Ragas,akd. mal.,74,akd.maliar,Žilina
5300  Stredoslovenský kraj,Komunistická strana Slovenska,39,Jozef Fuček,,34,automechanik,Vrchteplá
5300  Stredoslovenský kraj,Komunistická strana Slovenska,40,Lambert Kubiš,,55,ved.odb.dopravy,Vidiná
5300  Stredoslovenský kraj,Komunistická strana Slovenska,41,Ján Michalík,,45,robotník,Hriňová
5300  Stredoslovenský kraj,Komunistická strana Slovenska,42,Miroslav Zubárik,,46,robotník,Ilava
5300  Stredoslovenský kraj,Komunistická strana Slovenska,43,Vojtech Albert,,65,dôchodca,Lučenec
5300  Stredoslovenský kraj,Komunistická strana Slovenska,44,Miroslav Chlebo,Ing.,46,technik,Detva
5300  Stredoslovenský kraj,Komunistická strana Slovenska,45,Ján Gregor,RSDr.,52,zámočník,Ružomberok
5300  Stredoslovenský kraj,Komunistická strana Slovenska,46,Ján Markus,RSDr.,44,robotník,Zvolen
5300  Stredoslovenský kraj,Komunistická strana Slovenska,47,Ján Antal,Ing.,44,ekonóm,Hnúšťa
5300  Stredoslovenský kraj,Komunistická strana Slovenska,48,Vladimír Jezerský,,42,podnikateľ,Dudince
5300  Stredoslovenský kraj,Komunistická strana Slovenska,49,Peter Priadka,CSc.,63,dôchodca,Zvolen
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,1,Viliam Oberhauser,Ing.CSc.,46,drev.inžinier,Bratislava
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,2,Pavol Kováč,,50,televízny technik,Tvrdošín
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,3,Ján Bella,Ing.,53,prednosta obv.úr.,Ružomberok
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,4,Anton Vanko,,45,technik,Ilava
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,5,Anna Bieliková,,45,starostka,Ďurčiná
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,6,Štefan Kružliak,,59,geológ,Lučenec
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,7,Ján Sekereš,,42,preds.ZO OZ KOVO,Detva
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,8,Katarína Flasíková,,44,inv.dôchodca,Banská Bystrica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,9,Marián Bršel,Ing.,46,primátor,Detva
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,10,Marek Murajda,Ing.,42,technik,Banská Bystrica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,11,Peter Marko,Ing.,34,technik,Prievidza
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,12,Ladislav Lajčiak,Ing.,49,Odb.prac.MS,Martin
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,13,Andrej Krajči,Ing.,52,technik,Nová Baňa
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,14,Jaroslav Hacek,Ing.,36,prednosta MÚ,Čadca
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,15,Jozef Sásik,Ing.,36,lesný inžinier,Banská Bystrica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,16,Dušan Holík,Ing.,46,stredoškol.učiteľ,Rim.Sobota
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,17,Ľubomír Bahleda,,33,starosta,Látky
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,18,Martin Vrabček,Mgr.,51,pedagóg,Liesek
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,19,Milan Zvada,,51,robotník,Ružomberok
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,20,Štefan Orávik,,51,podnikateľ,Prečín
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,21,Július Gibala,,39,lesník,Veľká nad Ipľom
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,22,Rudolf Michaliga,,57,inv.dôchodca,Žilina
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,23,Miroslav Mikula,Ing.,30,chemik,Fačkov
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,24,Marián Rakovský,Ing.,53,vývojový pracovník,Brezno
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,25,Marta Melichová,,51,ekonómka,Krupina
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,26,Ján Čičmanec,Ing.,39,technik,Čavoj
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,27,Jozef Ivan,Ing.,33,podnikateľ,Žiar nad Hronom
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,28,Milan Ftorek,Ing.,37,pedagóg,Martin
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,29,Eva Hanesová,,47,inv.dôchodkyňa,Lučenec
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,30,Tatiana Kuderová,Ing.,28,št.zamestnanec,Staškov
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,31,Oliver Karkoška,MVDr.,38,veterin.lekár,Halič
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,32,Pavol Laurinčík,Ing.,52,stredoškol.učiteľ,Sedliacká Dubová
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,33,Stanislav Likavčan,,38,technik,Ružomberok
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,34,Emil Mojžiš,,59,spoj.mechanik,Sielnica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,35,Jozef Čambalík,,51,robotník,Púchov
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,36,Michal Jedinák,Ing.,48,starosta,Dolné Vestenice
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,37,Florián Haviar,RNDr.,61,demograf,Banská Bystrica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,38,Jozef Váľka,Ing. CSc.,42,vedecký prac.,Očová
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,39,Kamila Hároníková,Doc. RNDr.,57,farmaceutka,Bratislava
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,40,Štefan Gašparík,,62,technik,Prievidza
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,41,Anton Mihálik,,27,ekonóm,Voznica
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,42,Milan Mikuš,Ing.,30,konštruktér,Hodejov
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,43,Jozef Moravec,,61,pedagóg,Turčianske Teplice
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,44,Jozef Uhliarik,,58,technológ,Námestovo
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,45,Jozef Pavlík,,50,starosta,Košeca
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,46,Juraj Kubala,Ing.,34,projektant,Žilina
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,47,Jozef Pšenák,Ing.,31,konštruktér,Bziny
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,48,Stanislav Gajdoš,Ing.,68,les.inžinier,Ivánka pri Dunaji
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,49,Ladislav Nemček,,58,učiteľ,Nitrianske Sučany
5300  Stredoslovenský kraj,Kresťanská sociálna únia Slovenska,50,Štefan Sameš,,36,elektrotechnik,Tvrdošín
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,1,Ladislav Pittner,Ing.CSc.,60,informatik,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,2,Ľubomír Roman,,50,herec,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,3,Jozef Miklušičák,prom.geol.,39,geológ,Námestovo
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,4,Ján Krivčík,Ing.,47,ekonóm,Považská Bystrica
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,5,Ján Biba,Ing.,52,elektrotechnik,Banská Bystrica
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,6,Peter Zajac,Doc.Dr.DrSc.,48,vedecký prac.,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,7,Martin Fronc,Doc.Mgr.CSc.,46,pedagóg,Divina
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,8,Pavol Faktor,Ing.,31,strojár,Stará Bystrica
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,9,Ján Goč,Ing.,59,projektant,Važec
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,10,Ján Petrík,Ing.,50,konštruktér,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,11,Anna Záborská,MUDr.,46,lekár,Bojnice
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,12,Miroslav Mikolášik,MUDr.,42,lekár,Dolný Kubín
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,13,Stanislav Janiš,Ing.,35,stavbár,Martin
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,14,Viera Lamatová,MUDr.,56,lekárka,Zvolen
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,15,Ján Štrba,Ing.,38,strojár,Nová Baňa
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,16,Pavol Zemančík,Ing.,56,strojár,Púchov
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,17,Michal Švento,Ing.,28,elektrotechnik,Likavka
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,18,Emil Ehrenberger,Ing.,48,technik,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,19,Milan Opalka,akad.sochár,33,sochár,Terchová
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,20,Milan Gura,Ing.,29,poľnohospodár,Čadca
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,21,Mária Homolová,PhDr.,35,psychológ,Priechod
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,22,Jozef Habovštiak,Ing.CSc.,57,poľnohospodár,Krivá na Orave
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,23,Ladislav Chyba,Ing.,47,výskum.pracovník,Žilina
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,24,Martin Klimek,,21,študent,Čadca
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,25,Vendelín Šuľan,Ing.,34,banský geológ,Veľký Krtíš
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,26,Emil Arvay,Ing.,32,elektrotechnik,Bojnice
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,27,Margita Kurhajcová,,38,ekonómka,Turany
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,28,Peter Tatár,MUDr.CSc.,41,lekár,Bratislava
5300  Stredoslovenský kraj,Kresťanskodemokratické hnutie,29,Vincent Maník,Ing.arch.,57,architekt,Banská Bystrica
