district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,23,Géza Reiter,,51,riad.gymnázia,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,24,Gábor Paholics,RNDr. CSc.,38,súkr.podnikat.,Malý Horeš
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,25,Rudolf Gabri,,33,redaktor,Veľké Kapušany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,26,Dionýz Horváth,Mgr.,37,podnikateľ,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,27,Ladislav Iván,Ing.,41,pedagóg,Moldava nad Bodvou
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,28,István Munik,,37,technik,Čičarovce
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,29,Karol Katrenics,,49,technik,Rožňava
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,30,István Blénessy,,44,dopr.námest.žel.,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,31,Anna Pappová,,47,učiteľka,Debraď
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,32,Vojtech Szabó,,72,dôchodca,Boľ
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,33,Erich Orosz,MUDr.,52,lekár,Kráľovský Chlmec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,34,Karol Molnár,,34,techn.pracov.,Kapušianske Kľačany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,35,István Gálya,,33,technik,Veľké Kapušany
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,36,Gejza Szakszon,,52,starosta,Dobrá
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,37,László Simko,,55,vodič,Drienovec
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,38,Ján Kajla,,42,podnikateľ,Vojka
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,39,Ferenc Magyar,Ing. CSc.,65,elektr.inžinier,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,40,Andrej Demko,Ing.,36,projektant,Veľká Ida
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,41,Ladislav Bartók,Ing.,42,strojný inž.,Turňa nad Bodvou
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,42,Róbert Kukoricás,,28,technik,Košice
5400  Východoslovenský kraj,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,43,Gabriel Erdélyi,Ing.,53,podnikateľ,Veľký Horeš
5400  Východoslovenský kraj,Nové Slovensko,1,Viliam Závodský,Ing.,45,podnikateľ,Košice
5400  Východoslovenský kraj,Nové Slovensko,2,Martin Lalúch,,22,študent,Prievidza
5400  Východoslovenský kraj,Nové Slovensko,3,Marián Kleis,Mgr.,44,režisér,Košice
5400  Východoslovenský kraj,Nové Slovensko,4,Peter Baran,,27,podnikateľ,Košice
5400  Východoslovenský kraj,Nové Slovensko,5,Ján Židzik,MUDr.,39,lekár,Prešov
5400  Východoslovenský kraj,Nové Slovensko,6,Vladimír Fecko,JUDr.,38,právnik,Košice
5400  Východoslovenský kraj,Nové Slovensko,7,Eva Barnová,,50,obch.inšpektorka,Prešov
5400  Východoslovenský kraj,Nové Slovensko,8,Juraj Špírko,prof.,47,vysokoškol.prof.,Košice
5400  Východoslovenský kraj,Nové Slovensko,9,Elena Pastoráková,Mgr.,49,tanečnica,Prešov
5400  Východoslovenský kraj,Nové Slovensko,10,Robert Pastula,Ing.,26,ekonóm,Prešov
5400  Východoslovenský kraj,Nové Slovensko,11,Daniela Horváthová,Ing.,37,ekonómka,Prešov
5400  Východoslovenský kraj,Nové Slovensko,12,Helena Zubčeková,,54,dôchodkyňa,Levoča
5400  Východoslovenský kraj,Nové Slovensko,13,Alena Bednárová,,33,predavačka,Levoča
5400  Východoslovenský kraj,Nové Slovensko,14,Vladimír Šolc,Ing.,40,technik,Vráble
5400  Východoslovenský kraj,Nové Slovensko,15,Eleonóra Schaferová,MUDr.,44,lekárka,Bánovce nad Bebravou
5400  Východoslovenský kraj,Nové Slovensko,16,Július Teplan,,63,dôchodca,Trnava
5400  Východoslovenský kraj,Nové Slovensko,17,Marka Feketeová,Ing.,46,ekonómka,Poprad
5400  Východoslovenský kraj,Nové Slovensko,18,Leo Jenikowský,Ing.,61,dôchodca,Bratislava
5400  Východoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,1,Ján Macáš,,35,inv.dôchodca,Levoča
5400  Východoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,2,Martin Rušin,,34,robotník,Levoča
5400  Východoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,3,Jarmila Sivecová,,25,robotníčka,Levoča
5400  Východoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,4,Ingrid Korpáčová,,22,robotníčka,Spišská Nová Ves
5400  Východoslovenský kraj,Reálna sociálnodemokratická strana Slovákov,5,Ľudovít Bartoš,,50,robotník,Levoča
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,1,František Godla,PhDr.,48,str.škol.prof.,Prešov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,2,Karol Horváth,,52,pracovník kultúry,Košice
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,3,Koloman Gunár,Ing.,46,stav.inžinier,Brekov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,4,Ján Kompuš,,34,zámočník,Medzev
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,5,Vincent Hospodi,,35,inštruktor,Ľubiša
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,6,Ladislav Čonka,,41,maliar,Vranov nad Topľou
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,7,Jozef Červeňák,,32,obrábač kovov,Rožňava
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,8,Miroslav Pompa,,36,technik,Kamienka
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,9,Jaroslav Ferenc,,44,súkr. podnik.,Michalovce
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,10,Peter Lehocký,,29,robotník,Prešov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,11,Vlasta Grajcarová,,34,soc.pracov.,Michalovce
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,12,Štefan Mizer,,54,učiteľ,Košice
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,13,Antonín Sivák,,38,podnikateľ,Stropkov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,14,Zoltán Duda,,54,robotník,Sabinov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,15,Ladislav Varecha,,28,strojník,Medzilaborce
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,16,Jozef Goroľ,,28,technik,Stropkov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,17,Michal Kašo,,55,učiteľ,Humenné
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,18,Ľubomír Olah,,29,technik,Brekov
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,19,Rudolf Tatár,,29,strojník,Snina
5400  Východoslovenský kraj,Rómska občianska iniciatíva v Slovenskej republike,20,Vladimír Ďuraško,,41,podnikateľ,Košice
5400  Východoslovenský kraj,Slovenská národná strana,1,Bartolomej Kunc,JUDr.,66,právnik,Bratislava
5400  Východoslovenský kraj,Slovenská národná strana,2,Emil Spišák,Mgr.,37,režisér,Košice
5400  Východoslovenský kraj,Slovenská národná strana,3,Rudolf Schuster,,42,technik,Poprad
5400  Východoslovenský kraj,Slovenská národná strana,4,Ján Petko,Ing.,50,ekonóm,Košice
5400  Východoslovenský kraj,Slovenská národná strana,5,Vladimír Tomáš,Ing.,48,stredošk.prof.,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,6,Alica Hoholková,JUDr.,43,právnička,Čaňa
5400  Východoslovenský kraj,Slovenská národná strana,7,Peter Ujházy,,46,učiteľ,Rožňava
5400  Východoslovenský kraj,Slovenská národná strana,8,Marián Longauer,MUDr.,36,lekár,Prešov
5400  Východoslovenský kraj,Slovenská národná strana,9,Ján Cichý,,61,pedagóg,Stropkov
5400  Východoslovenský kraj,Slovenská národná strana,10,Karol Dvorčák,,42,technik,Bardejov
5400  Východoslovenský kraj,Slovenská národná strana,11,Jozef Lenič,,45,robotník,Vranov nad Topľou
5400  Východoslovenský kraj,Slovenská národná strana,12,Štefan Ďurika,,44,stavbár,Snina
5400  Východoslovenský kraj,Slovenská národná strana,13,Ladislav Hruška,Ing.,48,technik,Košice
5400  Východoslovenský kraj,Slovenská národná strana,14,Dušan Divulit,MUDr.,31,lekár,Bardejov
5400  Východoslovenský kraj,Slovenská národná strana,15,Peter Cvengroš,Ing.,47,projektant,Prešov
5400  Východoslovenský kraj,Slovenská národná strana,16,Stanislav Virčík,Ing.,28,pedagóg,Palín
5400  Východoslovenský kraj,Slovenská národná strana,17,Štefan Spišák,,44,vodič,Stropkov
5400  Východoslovenský kraj,Slovenská národná strana,18,Róbert Vitkovič,,68,ekonóm,Prešov
5400  Východoslovenský kraj,Slovenská národná strana,19,Anna Tóthová,,34,učiteľka MŠ,Vranov nad Topľou
5400  Východoslovenský kraj,Slovenská národná strana,20,Albín Novotný,Ing.,57,banský inž.,Smižany
5400  Východoslovenský kraj,Slovenská národná strana,21,Terézia Malá,Ing.,32,technička,Vranov nad Topľou
5400  Východoslovenský kraj,Slovenská národná strana,22,Ivan Mochorovský,Mgr.,52,pedagóg,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,23,Vasil Gallo,,49,baník,Rochovce
5400  Východoslovenský kraj,Slovenská národná strana,24,Matej Šulej,,44,strojár,Veľká Lomnica
5400  Východoslovenský kraj,Slovenská národná strana,25,Pavol Juríček,RNDr.,49,chemik,Košice
5400  Východoslovenský kraj,Slovenská národná strana,26,Gustáv Markovič,,27,elektrotechnik,Stropkov
5400  Východoslovenský kraj,Slovenská národná strana,27,Pavol Majerník,,50,pedagóg,Belá nad Cirochou
5400  Východoslovenský kraj,Slovenská národná strana,28,Marián Richvalský,Ing.,54,stroj.inž.,Stropkov
5400  Východoslovenský kraj,Slovenská národná strana,29,Ľubomír Herman,,40,technik,Košice
5400  Východoslovenský kraj,Slovenská národná strana,30,Ladislav Vajda,,43,robotník,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,31,Jozef Matta,Ing.,54,technik,Košice
5400  Východoslovenský kraj,Slovenská národná strana,32,Pavol Tóth,Ing.,41,mechanizátor,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,33,Jozef Vajda,Ing.,41,fytotechnik,Belá nad Cirochou
5400  Východoslovenský kraj,Slovenská národná strana,34,Martin Babiar,Ing.,28,ekonóm,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,35,Milan Klekner,,53,vychovávateľ,Stropkov
5400  Východoslovenský kraj,Slovenská národná strana,36,Ivan Mitro,,50,chemik,Humenné
5400  Východoslovenský kraj,Slovenská národná strana,37,Gabriela Babjarová,MUDr.,52,lekárka,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,38,Michal Odekrščiak,Ing.,49,ekonóm,Michalovce
5400  Východoslovenský kraj,Slovenská národná strana,39,Melánia Tkáčová,,45,knihovníčka,Vranov nad Topľou
5400  Východoslovenský kraj,Sociálna demokracia,1,Emil Kučerák,,39,chemik,Bratislava
5400  Východoslovenský kraj,Sociálna demokracia,2,Andrej Molčan,Ing.,44,manažér,Spišská Nová Ves
5400  Východoslovenský kraj,Sociálna demokracia,3,František Lancoš,Ing.,58,technik,Púchov
5400  Východoslovenský kraj,Sociálna demokracia,4,Alojz Martinček,,62,stredošk.profesor,Košice
5400  Východoslovenský kraj,Sociálna demokracia,5,Jaroslava Balúchová,,25,vychovávateľka,Levoča
5400  Východoslovenský kraj,Sociálna demokracia,6,Oskár Gatyaš,,50,účtovník,Kraľovský Chlmec
5400  Východoslovenský kraj,Sociálna demokracia,7,Pavol Šesták,Mgr.,40,programátor,Spišská Nová Ves
5400  Východoslovenský kraj,Sociálna demokracia,8,Ján Kaščák,,41,elektrikár,Spišská Nová Ves
5400  Východoslovenský kraj,Sociálna demokracia,9,Ján Ihnat,,64,robotník,Košice
5400  Východoslovenský kraj,Sociálna demokracia,10,Karol Kadet,,46,robotník,Veľké Kapušany
5400  Východoslovenský kraj,Sociálna demokracia,11,Jaroslav Ferenc,,35,robotník,Michalovce
5400  Východoslovenský kraj,Sociálna demokracia,12,Gabriel Klausmann,,59,stav.technik,Košice
5400  Východoslovenský kraj,Sociálna demokracia,13,Jozef Lacko,,42,robotník,Prakovce
5400  Východoslovenský kraj,Sociálna demokracia,14,Bartolomej Žiga,,31,robotník,Gelnica
5400  Východoslovenský kraj,Sociálna demokracia,15,Miroslav Rešetár,,42,ekonóm,Poprad
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,1,Peter Weiss,PhDr. CSc.,42,politológ,Bratislava
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,2,Jozef Pokorný,MVDr.,38,predseda SZS,Košice
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,3,Jozef Klein,Ing. CSc.,51,predseda PD,Kežmarok
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,4,Marcela Gbúrová,PhDr. CSc.,40,vys.učiteľka,Košice
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,5,Robert Fico,JUDr. CSc.,30,právnik,Bratislava
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,6,Milan Hanzel,JUDr. CSc.,47,minister,Bratislava
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,7,Juraj Lukacko,,37,robotník,Košice
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,8,Viliam Sopko,Ing.,45,primátor,Prešov
5400  Východoslovenský kraj,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,9,Anna Makatúrová,Ing.,27,inžinierka,Košice
