again,party1,party2,order1,order2,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1
Karol Géč,SDKÚ-DS,SDKÚ-DS,70,107,0,1,0,0,0,0,2006
Ján Jakuš,SDKÚ-DS,SDKÚ-DS,80,102,0,1,0,0,0,0,2006
Peter Ottinger,SDKÚ-DS,SDKÚ-DS,82,77,0,1,0,0,1,0,2006
Marek Mihály,SDKÚ-DS,SDKÚ-DS,85,111,0,1,0,0,0,0,2006
Milan Vaškor,SDKÚ-DS,Únia,86,94,0,0,0,0,0,0,2006
Tibor Maťaš,SDKÚ-DS,SDKÚ-DS,89,50,0,1,0,0,1,0,2006
Pavel Požoni,SDKÚ-DS,SDKÚ-DS,90,120,0,1,0,0,0,0,2006
Jozef Repaský,SDKÚ-DS,SDKÚ-DS,99,99,0,1,0,0,1,0,2006
Jozef Mečiar,SDKÚ-DS,SDKÚ-DS,102,52,0,1,0,0,1,0,2006
Miroslava Valková,SDKÚ-DS,SDKÚ-DS,112,55,0,1,0,0,1,0,2006
Peter Fiabáne,SDKÚ-DS,SDKÚ-DS,118,138,0,1,0,0,0,0,2006
Slavka Súlovská,SDKÚ-DS,SDKÚ-DS,122,58,0,1,0,0,1,0,2006
Peter Hruška,SDKÚ-DS,SDKÚ-DS,128,87,0,1,0,0,1,0,2006
Libor Poruban,SDKÚ-DS,SDKÚ-DS,129,123,0,1,0,0,1,0,2006
Robert Fico,SMER,SMER,1,1,0,1,1,0,1,0,2006
Robert Kaliňák,SMER,SMER,2,3,0,1,1,0,0,0,2006
Pavol Paška,SMER,SMER,3,2,0,1,1,0,1,0,2006
Dušan Čaplovič,SMER,SMER,4,5,0,1,1,0,0,0,2006
Ľubomír Vážny,SMER,SMER,6,12,0,1,1,0,0,0,2006
Marek Maďarič,SMER,SMER,7,4,0,1,1,0,1,0,2006
Martin Glváč,SMER,SMER,8,23,0,1,1,0,0,0,2006
Renáta Zmajkovičová,SMER,SMER,9,18,0,1,1,0,0,0,2006
Jana Laššáková,SMER,SMER,10,17,0,1,1,0,0,0,2006
Stanislav Kubánek,SMER,SMER,12,19,0,1,1,0,0,0,2006
Peter Žiga,SMER,SMER,13,16,0,1,1,0,0,0,2006
Igor Federič,SMER,SMER,14,6,0,1,1,0,1,0,2006
Pavol Pavlis,SMER,SMER,15,27,0,1,1,0,0,0,2006
Tibor Glenda,SMER,SMER,16,21,0,1,1,0,0,0,2006
Ján Podmanický,SMER,SMER,17,24,0,1,1,0,0,0,2006
Jozef Burian,SMER,SMER,20,26,0,1,1,0,0,0,2006
Darina Gabániová,SMER,SMER,21,50,0,1,1,0,0,0,2006
Maroš Kondrót,SMER,SMER,22,30,0,1,1,0,0,0,2006
Dušan Muňko,SMER,SMER,23,29,0,1,1,0,0,0,2006
Jaroslav Baška,SMER,SMER,24,11,0,1,1,0,1,0,2006
Jozef Buček,SMER,SMER,25,32,0,1,1,0,0,0,2006
Miroslav Číž,SMER,SMER,26,13,0,1,1,0,1,0,2006
Peter Pelegrini,SMER,SMER,27,34,0,1,1,0,0,0,2006
Dušan Jarjabek,SMER,SMER,28,37,0,1,1,0,0,0,2006
Róbert Madej,SMER,SMER,29,61,0,1,1,0,0,0,2006
Dušan Galis,SMER,SMER,30,31,0,1,1,0,0,0,2006
Vladimír Faič,SMER,SMER,31,15,0,1,1,0,1,0,2006
Ján Počiatek,SMER,SMER,32,7,0,1,1,0,1,0,2006
Marián Záhumenský,SMER,SMER,33,62,0,1,1,0,0,0,2006
Ján Richter,SMER,SMER,34,14,0,1,1,0,1,0,2006
Peter Kažimír,SMER,SMER,35,25,0,1,1,0,1,0,2006
Oľga Nachtmannová,SMER,SMER,37,63,0,1,1,0,0,0,2006
Viera Tomanová,SMER,SMER,38,10,0,1,1,0,1,0,2006
Ľuboš Martinák,SMER,SMER,39,46,0,1,1,0,0,0,2006
Ľubomír Petrák,SMER,SMER,40,44,0,1,1,0,0,0,2006
Milan Mojš,SMER,SMER,41,71,0,1,1,0,0,0,2006
Ján Čech,SMER,SMER,42,97,0,1,1,0,0,0,2006
Vladimír Matejička,SMER,SMER,43,43,0,1,1,0,1,0,2006
Mojmír Mamojka,SMER,SMER,45,33,0,1,1,0,1,0,2006
Ján Zvonár,SMER,SMER,46,68,0,1,1,0,0,0,2006
Jozef Valocký,SMER,SMER,47,35,0,1,1,0,1,0,2006
Vladimír Jánoš,SMER,SMER,48,40,0,1,1,0,1,0,2006
Ján Senko,SMER,SMER,49,54,0,1,1,0,0,0,2006
Ján Kvorka,SMER,SMER,50,67,0,1,1,0,0,0,2006
Ľubica Rošková,SMER,SMER,52,51,0,1,1,0,1,0,2006
Magda Košútová,SMER,SMER,53,22,0,1,1,0,1,0,2006
Viliam Jasaň,SMER,SMER,54,56,0,1,1,0,0,0,2006
Tibor Lebocký,SMER,SMER,56,73,0,1,1,0,0,0,2006
Branislav Bačík,SMER,SMER,57,65,0,1,1,0,0,0,2006
Mikuláš Krajkovič,SMER,SMER,58,47,0,1,1,0,1,0,2006
Emília Müllerová,SMER,SMER,59,69,0,1,1,0,0,0,2006
Marián Kovačócy,SMER,SMER,60,58,0,1,1,0,1,0,2006
Jana Vaľová,SMER,SMER,61,57,0,1,1,0,1,0,2006
Viera Mazúrová,SMER,SMER,63,85,0,1,1,0,0,0,2006
Ján Babič,SMER,SMER,64,72,0,1,1,0,0,0,2006
Anton Bobrík,SMER,SMER,65,89,0,1,1,0,0,0,2006
Lea Grečková,SMER,SMER,66,64,0,1,1,0,1,0,2006
Anna Vitteková,SMER,SMER,67,60,0,1,1,0,1,0,2006
Pavol Goga,SMER,SMER,68,41,0,1,1,0,1,0,2006
Jaroslav Demian,SMER,SMER,70,76,0,1,1,0,0,0,2006
Ivan Boháč,SMER,SMER,72,105,0,1,1,0,0,0,2006
Milan Halúz,SMER,SMER,73,144,0,1,1,0,0,0,2006
Vladimír Kocourek,SMER,SMER,81,112,0,1,1,0,0,0,2006
Ján Račák,SMER,SMER,90,79,0,1,1,0,1,0,2006
Mária Beňová,SMER,SMER,95,96,0,1,1,0,0,0,2006
Jozef Hollan,SMER,SMER,97,127,0,1,1,0,0,0,2006
Marián Zimmermann,SMER,SMER,101,116,0,1,1,0,0,0,2006
Dušan Bublavý,SMER,SMER,106,48,0,1,1,0,1,0,2006
Juraj Horkay,SMER,SMER,115,110,0,1,1,0,1,0,2006
Boleslav Lešo,SMER,SMER,116,123,0,1,1,0,0,0,2006
Roman Masár,SMER,SMER,119,137,0,1,1,0,0,0,2006
Jozef Andrejčák,SMER,SMER,120,135,0,1,1,0,0,0,2006
Milan Ovseník,SMER,SMER,123,128,0,1,1,0,0,0,2006
Ján Sabadoš,SMER,SMER,127,102,0,1,1,0,1,0,2006
Ondrej Kollár,SMER,SMER,130,122,0,1,1,0,1,0,2006
Peter Gaži,SMER,SMER,140,106,0,1,1,0,1,0,2006
Andrej Kolesík,SMER,SMER,141,53,0,1,1,0,1,0,2006
Anton Martvoň,SMER,SMER,150,150,0,1,1,0,1,0,2006
Ján Slota,SNS,SNS,1,1,0,1,0,0,1,0,2006
Anna Belousovová,SNS,SNS,2,2,0,1,0,0,1,0,2006
Rudolf Pučík,SNS,SNS,3,4,0,1,0,0,0,0,2006
Dušan Švantner,SNS,SNS,4,5,0,1,0,0,0,0,2006
Štefan Zelník,SNS,SNS,5,6,0,1,0,0,0,0,2006
Ján Mikolaj,SNS,SNS,6,3,0,1,0,0,1,0,2006
Ivan Šaško,SNS,SNS,9,9,0,1,0,0,1,0,2006
Rafael Rafaj,SNS,SNS,12,7,0,1,0,0,1,0,2006
Ján Slabý,SNS,SNS,14,10,0,1,0,0,1,0,2006
Jozef Ďuračka,SNS,SNS,15,12,0,1,0,0,1,0,2006
Peter Dubravay,SNS,SNS,16,18,0,1,0,0,0,0,2006
Milada Belásová,SNS,SNS,20,14,0,1,0,0,1,0,2006
Jozef Líška,SNS,SNS,21,41,0,1,0,0,0,0,2006
Jaroslav Izák,SNS,SNS,22,19,0,1,0,0,1,0,2006
Ján Chrbet,SNS,SNS,23,11,0,1,0,0,1,0,2006
Jakub Gajdošík,SNS,SNS,24,17,0,1,0,0,1,0,2006
Daniel Klačko,SNS,SNS,25,25,0,1,0,0,1,0,2006
Ján Ikrényi,SNS,SNS,28,22,0,1,0,0,1,0,2006
Július Hauser,SNS,SNS,29,37,0,1,0,0,0,0,2006
Jozef Gurecka,SNS,SNS,33,36,0,1,0,0,0,0,2006
Miroslav Chabada,SNS,SNS,36,40,0,1,0,0,0,0,2006
Štefan Poľaško,SNS,SNS,39,119,0,1,0,0,0,0,2006
Peter Pamula,SNS,SNS,46,44,0,1,0,0,1,0,2006
Mária Varhaníková,SNS,ND,47,21,0,0,0,0,1,0,2006
Vladimír Jozef Dlhopolček,SNS,SNS,51,55,0,1,0,0,0,0,2006
Marián Janušek,SNS,SNS,52,16,0,1,0,0,1,0,2006
Anton Vanko,SNS,SNS,54,49,0,1,0,0,1,0,2006
Jozef Harakaľ,SNS,SNS,56,67,0,1,0,0,0,0,2006
Štefan Pokľuda,SNS,SNS,59,65,0,1,0,0,0,0,2006
Eva Jaššová,SNS,SNS,66,68,0,1,0,0,0,0,2006
Ivan Križan,SNS,SNS,69,64,0,1,0,0,1,0,2006
Peter Petko,SNS,SNS,79,15,0,1,0,0,1,0,2006
Peter Nemec,SNS,SNS,81,80,0,1,0,0,1,0,2006
Dušan Pinčík,SNS,SNS,82,35,0,1,0,0,1,0,2006
Štefan Slováčik,SNS,SNS,83,81,0,1,0,0,1,0,2006
Ján Štefánik,SNS,SNS,88,66,0,1,0,0,1,0,2006
Ľubomír Sýkora,SNS,SNS,92,143,0,1,0,0,0,0,2006
Pavel Harňák,SNS,SNS,93,33,0,1,0,0,1,0,2006
Ladislav Haluška,SNS,SNS,101,74,0,1,0,0,1,0,2006
Jozef Chamula,SNS,ND,110,35,0,0,0,0,1,0,2006
Jaroslav Chudý,SNS,SNS,119,72,0,1,0,0,1,0,2006
Viliam Rumanko,SNS,SNS,122,107,0,1,0,0,1,0,2006
Ľudovít Kollár,SNS,SNS,123,91,0,1,0,0,1,0,2006
Igor Miňo,SNS,SNS,125,113,0,1,0,0,1,0,2006
Richard Takáč,SNS,SNS,126,32,0,1,0,0,1,0,2006
František Filip,SNS,SNS,135,59,0,1,0,0,1,0,2006
Jaroslav Lamoš,SNS,SNS,138,144,0,1,0,0,0,0,2006
Milan Kajaba,SNS,SNS,140,108,0,1,0,0,1,0,2006
Vladimír Daniš,SNS,SNS,144,122,0,1,0,0,1,0,2006
Jozef Lenič,SNS,SNS,146,52,0,1,0,0,1,0,2006
Jozef Štolc,SNS,SNS,149,61,0,1,0,0,1,0,2006
Jozef Mihál,NÁDEJ,SaS,4,2,1,0,1,1,1,1,2006
Ondrej Balco,NÁDEJ,MOST-HÍD,6,26,1,0,1,1,0,1,2006
Ján Čižmár,KSS,KSS,76,42,1,1,0,0,1,0,2006
František Orlovský,KDH,KDH,99,51,0,1,1,0,1,0,2006
Miroslav Jureňa,ĽS-HZDS,ĽS-HZDS,12,11,0,1,0,0,1,0,2006
Vladimír Gozora,ASV,SDĽ,4,12,1,0,1,1,0,1,2006
Ivan Varga,SMER,SMER,19,55,0,1,1,0,0,0,2006
Alexander Hlavatý,SNS,SNS,95,89,0,1,0,0,1,0,2006
