;X;again;party1;party2;order1;order2;change;minor;loyal;improveParty;improveParty2;improvePosition;origPartyDissolved;year1;minorMajor;minorMinor;majorMajor;majorMinor;switch;new2;switchMiMa;switchMiMi;switchMaMa;switchMaMi;mp
2385;2385;Duöan Duda;⁄nia;SF;95;41;-54;1;0;0;NA;1;1;2010;0;1;0;0;1;1;0;1;0;0;0
2386;2386;J·n »iËmiË;⁄nia;NaS-ns;106;129;23;1;0;0;NA;0;1;2010;0;1;0;0;1;1;0;1;0;0;0
2387;2387;Juraj ToporË·k;⁄nia;SF;150;70;-80;1;0;0;NA;1;1;2010;0;1;0;0;1;1;0;1;0;0;0
2388;2388;Jozef MaÔar;⁄nia;MOST-HÕD;141;145;4;1;0;1;NA;0;1;2010;1;0;0;0;1;0;1;0;0;0;0
2389;2389;ºuboö JelaËiË;⁄nia;MOST-HÕD;114;96;-18;1;0;1;NA;1;1;2010;1;0;0;0;1;0;1;0;0;0;0
2390;2390;J·n ºupt·k;ZRS;KSS;1;5;4;1;0;1;NA;0;1;2010;0;1;0;0;1;0;0;1;0;0;0
2391;2391;ätefan Bartoö;99%;Strana modernÈho Slovenska;62;9;-53;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;1
2392;2392;Rudolf Varga;99%;Vzdor ñ strana pr·ce;90;29;-61;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;1
2393;2393;Monika Albertiov·;99%;SaS;8;101;93;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;1
2394;2394;Pavel Greksa;99%;#Sieù;14;39;25;1;0;1;1;0;1;2012;1;0;0;0;1;1;1;0;0;0;1
2395;2395;Alojz HanËin;1HLAS;Priama demokracia;13;65;52;1;0;1;1;0;1;2012;0;1;0;0;1;1;0;1;0;0;1
2396;2396;Martin Miökov;1HLAS;SKOK;3;88;85;1;0;1;1;0;1;2012;0;1;0;0;1;1;0;1;0;0;1
2397;2397;J·n Figeæ;KDH;KDH;1;1;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;1
2398;2398;Pavol Hruöovsk˝;KDH;KDH;2;8;6;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;1
2399;2399;Daniel Lipöic;KDH;OºaNO;3;14;11;0;0;1;1;0;0;2012;0;0;1;0;1;0;0;0;1;0;1
2400;2400;J˙lius Brocka;KDH;KDH;4;4;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;1
2401;2401;Ivan Uhliarik;KDH;KDH;5;28;23;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;1
2402;2402;J·n Hudack˝;KDH;KDH;6;5;-1;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2403;2403;Pavol Abrhan;KDH;KDH;7;9;2;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2404;2404;Radoslav Proch·zka;KDH;#Sieù;10;1;-9;0;0;1;1;1;0;2012;0;0;1;0;1;1;0;0;1;0;0
2405;2405;Pavol Zajac;KDH;KDH;11;7;-4;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2406;2406;Alojz P¯idal;KDH;KDH;12;12;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2407;2407;Peter Mur·nsky;KDH;KDH;13;15;2;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2408;2408;Mari·n Radoöovsk˝;KDH;KDH;15;14;-1;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2409;2409;Jozef BobÌk;KDH;KDH;16;13;-3;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2410;2410;Miloö MoravËÌk;KDH;KDH;18;6;-12;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2411;2411;Peter Belinsk˝;KDH;KDH;19;3;-16;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;1
2412;2412;Peter Bobula;KDH;KDH;21;150;129;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2413;2413;Eva Grey;KDH;KDH;23;18;-5;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2414;2414;Stanislav Kahanec;KDH;KDH;25;23;-2;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2415;2415;Michal Slaöùan;KDH;KDH;26;24;-2;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2416;2416;Roman Sova;KDH;KDH;29;57;28;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2417;2417;Jozef Mikloöko;KDH;KDH;34;31;-3;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2418;2418;Mari·n SopË·k;KDH;KDH;38;17;-21;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2419;2419;J·n VanËo;KDH;KDH;40;46;6;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2420;2420;Tibor Hlavat˝;KDH;OºaNO;44;18;-26;0;0;1;1;1;0;2012;0;0;1;0;1;0;0;0;1;0;0
2421;2421;Ondrej Binder;KDH;ºSNS;52;7;-45;0;0;1;1;1;0;2012;0;0;1;0;1;0;0;0;1;0;0
2422;2422;J·n Porubsk˝;KDH;KDH;54;39;-15;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2423;2423;Milan Majersk˝;KDH;KDH;55;27;-28;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2424;2424;Miroslava Szitov·;KDH;KDH;57;2;-55;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2425;2425;Ivan Sadovsk˝;KDH;KDH;58;67;9;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2426;2426;Marek Mes·roö;KDH;KDH;60;32;-28;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2427;2427;J·n Kotuæa;KDH;KDH;63;98;35;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2428;2428;Peter Stanko;KDH;KDH;64;41;-23;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2429;2429;Miloö Zaujec;KDH;KDH;70;79;9;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2430;2430;KatarÌna Tuh·rska;KDH;KDH;74;48;-26;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2431;2431;Miroslav Papay;KDH;KDH;79;113;34;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2432;2432;Stanislav JirÌËek;KDH;KDH;80;139;59;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2433;2433;Peter ätuller;KDH;KDH;89;95;6;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2434;2434;M·ria Sliacka;KDH;KDH;92;47;-45;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2435;2435;Frantiöek Orlovsk˝;KDH;KDH;94;10;-84;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2436;2436;Peter Dvoran;KDH;KDH;98;87;-11;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2437;2437;Eduard AdamËÌk;KDH;#Sieù;104;6;-98;0;0;1;1;1;0;2012;0;0;1;0;1;1;0;0;1;0;0
2438;2438;Mikul·ö Krippel;KDH;KDH;108;81;-27;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2439;2439;J·n »uchran;KDH;KDH;112;56;-56;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2440;2440;Juraj Marko;KDH;KDH;119;145;26;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2441;2441;Miloslav Hatala;KDH;KDH;123;61;-62;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2442;2442;J·n Beljak;KDH;KDH;124;33;-91;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2443;2443;J·n Nigut;KDH;KDH;127;84;-43;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2444;2444;Jozef Boljeöik;KDH;KDH;129;136;7;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2445;2445;M·ria Jakubov·;KDH;KDH;132;68;-64;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2446;2446;J·n Oparty;KDH;KDH;150;34;-116;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2447;2447;Jozef HrdliËka;KSS;KSS;1;1;0;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2448;2448;Miroslav PomajdÌk;KSS;Vzdor ñ strana pr·ce;2;2;0;1;0;0;0;1;0;2012;0;1;0;0;1;1;0;1;0;0;0
2449;2449;Jalal Suleiman;KSS;KSS;4;2;-2;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2450;2450;Pavol Suöko;KSS;KSS;7;21;14;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2451;2451;Juraj Brecko;KSS;KSS;10;63;53;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2452;2452;Juraj PavloviË;KSS;KSS;12;30;18;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2453;2453;Karol Ondriaö;KSS;KSS;13;17;4;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2454;2454;Anna Sotakov·;KSS;KSS;14;7;-7;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2455;2455;Dagmara Debn·rov·;KSS;KSS;23;48;25;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2456;2456;VladimÌr Sl·dek;KSS;KSS;24;22;-2;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2457;2457;Daniel Kianica;KSS;KSS;26;61;35;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2458;2458;Roman Hudec;KSS;KSS;30;64;34;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2459;2459;Jozef Boöansk˝;KSS;KSS;32;28;-4;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2460;2460;Vincent Antoö;KSS;KSS;35;105;70;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2461;2461;Stanislav PiroöÌk;KSS;Vzdor ñ strana pr·ce;38;1;-37;1;0;0;0;1;0;2012;0;1;0;0;1;1;0;1;0;0;0
2462;2462;Jaroslav KoËiö;KSS;KSS;40;5;-35;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2463;2463;J·n Jeûo;KSS;KSS;42;88;46;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2464;2464;J·n Kaöiar;KSS;KSS;50;92;42;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2465;2465;Luk·ö Sis·k;KSS;KSS;52;12;-40;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2466;2466;Jozef Vacula;KSS;Vzdor ñ strana pr·ce;53;4;-49;1;0;0;0;1;0;2012;0;1;0;0;1;1;0;1;0;0;0
2467;2467;Frantiöek LukaËko;KSS;KSS;61;84;23;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2468;2468;Samuel Zubo;KSS;KSS;74;34;-40;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2469;2469;Juraj Bern·r;KSS;KSS;76;68;-8;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2470;2470;Mari·n Krakovsk˝;KSS;KSS;83;55;-28;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2471;2471;Rastislav Bobor;KSS;KSS;90;50;-40;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2472;2472;Stanislav Bal·û;KSS;KSS;94;89;-5;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2473;2473;J·n Galanda;KSS;KSS;103;132;29;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2474;2474;Miroslav Cimra;KSS;KSS;106;67;-39;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2475;2475;J·n Holub;KSS;KSS;107;109;2;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2476;2476;Dana Grusov·;KSS;KSS;113;91;-22;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2477;2477;Alojz Alm·ssy;KSS;KSS;116;53;-63;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2478;2478;Jozef Hallon;KSS;KSS;118;128;10;1;1;0;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2479;2479;Miroslav »uj;KSS;KSS;124;83;-41;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2480;2480;Zlatica BachÚ·kov·;KSS;KSS;127;110;-17;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2481;2481;Alena Dubinov·;KSS;KSS;130;102;-28;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2482;2482;Michal Kotian;KSS;KSS;131;24;-107;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2483;2483;Jaroslav Studen˝;KSS;KSS;134;69;-65;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2484;2484;J·n Markus;KSS;KSS;136;134;-2;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2485;2485;J·n Mikloö;KSS;KSS;142;114;-28;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2486;2486;Ladislav Vojtko;KSS;KSS;143;56;-87;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2487;2487;Miroslav Her·k;KSS;KSS;146;136;-10;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2488;2488;Miroslav Samiec;KSS;KSS;150;133;-17;1;1;0;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2489;2489;ätefan LadiËkovsk˝;ºS-HZDS;Strana modernÈho Slovenska;56;30;-26;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2490;2490;Tom·ö Zemko;ºS-HZDS;Strana modernÈho Slovenska;69;15;-54;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2491;2491;J·n äimko;ºS-HZDS;Strana modernÈho Slovenska;83;28;-55;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2492;2492;Peter Regina;ºS-HZDS;Strana modernÈho Slovenska;93;7;-86;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2493;2493;Erik Oslanec;ºS-HZDS;Tip;110;98;-12;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2494;2494;Ingrid Kosmeæov·;ºS-HZDS;Strana modernÈho Slovenska;144;34;-110;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2495;2495;Juraj SoboÚa;ºS-HZDS;SNS;31;17;-14;1;0;1;1;1;1;2012;1;0;0;0;1;0;1;0;0;0;0
2496;2496;J·n Tulis;ºS-HZDS;SNS;49;79;30;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;0
2497;2497;Klaudia Bertokov·;ºS-HZDS;SNS;64;98;34;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;0
2498;2498;Jaroslav Blina;ºS-HZDS;SNS;111;150;39;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;0
2499;2499;Peter PitoÚ·k;ºS-HZDS;SNS;129;138;9;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;0
2500;2500;Marian Kotleba;ºSNS;ºSNS;1;1;0;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2501;2501;Rastislav Schlos·r;ºSNS;ºSNS;4;3;-1;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2502;2502;Ivan Pavlisko;ºSNS;ºSNS;6;92;86;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2503;2503;Stanislav MizÌk;ºSNS;ºSNS;8;11;3;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2504;2504;Marcel Urban;ºSNS;ºSNS;14;86;72;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2505;2505;Mari·n Miö˙n;ºSNS;ºSNS;15;87;72;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2506;2506;Otto Vollmann;ºSNS;Odvaha ñ Veæk· n·rodn· a prorusk· koalÌcia;16;100;84;1;0;0;0;0;0;2012;0;1;0;0;1;1;0;1;0;0;1
2507;2507;Jozef MihalËin;ºSNS;ºSNS;18;20;2;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2508;2508;Michal Buchta;ºSNS;ºSNS;20;89;69;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2509;2509;Mat˙ö SvinË·k;ºSNS;ºSNS;21;108;87;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2510;2510;Marek Kotleba;ºSNS;ºSNS;22;65;43;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2511;2511;Rastislav Kysel;ºSNS;ºSNS;24;26;2;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2512;2512;Rudolf Steigauf;ºSNS;SpoloËne za Slovensko;26;8;-18;1;0;0;0;1;0;2012;0;1;0;0;1;1;0;1;0;0;0
2513;2513;Rastislav Smolka;ºSNS;ºSNS;28;18;-10;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2514;2514;Rudolf Weiss;ºSNS;Odvaha ñ Veæk· n·rodn· a prorusk· koalÌcia;38;11;-27;1;0;0;0;1;0;2012;0;1;0;0;1;1;0;1;0;0;1
2515;2515;JozefÌna Schlos·rov·;ºSNS;ºSNS;39;129;90;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2516;2516;Martin Kotleba;ºSNS;ºSNS;44;33;-11;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2517;2517;Blaûena Iötokov·;ºSNS;ºSNS;46;55;9;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;1
2518;2518;Pavol Drobn˝;ºSNS;ºSNS;50;57;7;1;1;1;0;0;0;2012;0;1;0;0;0;0;0;0;0;0;0
2519;2519;Mari·n Chmel·r;ºSNS;ºSNS;55;16;-39;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;0
2520;2520;Juraj OöËenda;ºSNS;ºSNS;59;51;-8;1;1;1;0;1;0;2012;0;1;0;0;0;0;0;0;0;0;1
2521;2521;BÈla Bug·r;Most-HÌd;Most-HÌd;1;1;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2522;2522;Zsolt Simon;Most-HÌd;Most-HÌd;2;4;2;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2523;2523;L·szlÛ SÛlymos;Most-HÌd;Most-HÌd;3;3;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2524;2524;G·bor G·l;Most-HÌd;Most-HÌd;5;5;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2525;2525;Tibor Bastrn·k;Most-HÌd;Most-HÌd;6;6;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2526;2526;Ivan ävejna;Most-HÌd;Most-HÌd;7;7;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2527;2527;ElemÈr Jakab;Most-HÌd;Most-HÌd;8;8;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2528;2528;PÈter Vˆrˆs;Most-HÌd;Most-HÌd;9;13;4;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2529;2529;Andrej HrnËiar;Most-HÌd;#Sieù;10;3;-7;0;0;0;0;1;0;2012;0;0;1;0;1;1;0;0;1;0;0
2530;2530;Frantiöek äebej;Most-HÌd;Most-HÌd;13;10;-3;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2531;2531;Edita Pfundtner;Most-HÌd;Most-HÌd;15;11;-4;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2532;2532;Gabriel Csicsai;Most-HÌd;Most-HÌd;18;12;-6;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2533;2533;Peter KrajÚ·k;Most-HÌd;Most-HÌd;22;14;-8;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2534;2534;Zolt·n Fekete;Most-HÌd;Most-HÌd;26;29;3;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2535;2535;Pavol Burdiga;Most-HÌd;Most-HÌd;28;24;-4;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2536;2536;Lajos Berner;Most-HÌd;Most-HÌd;35;82;47;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2537;2537;Karol Pataky;Most-HÌd;Most-HÌd;36;21;-15;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2538;2538;Zuzana Csadyov·;Most-HÌd;Most-HÌd;40;19;-21;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2539;2539;Lajos CsÛka;Most-HÌd;Most-HÌd;42;42;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2540;2540;KristÌna Bug·rov·;Most-HÌd;Most-HÌd;43;43;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2541;2541;VladimÌr V·g·si;Most-HÌd;Most-HÌd;44;36;-8;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2542;2542;Eva »·kv·riov·;Most-HÌd;Most-HÌd;46;34;-12;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2543;2543;Zolt·n Marczell;Most-HÌd;Most-HÌd;53;35;-18;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2544;2544;Zolt·n Kov·cs;Most-HÌd;Most-HÌd;54;54;0;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2545;2545;Ladislav BalÛdi;Most-HÌd;Most-HÌd;56;17;-39;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2546;2546;Mari·n TÛth;Most-HÌd;Most-HÌd;58;27;-31;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2547;2547;Stanislav Vosp·lek;Most-HÌd;Most-HÌd;67;30;-37;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2548;2548;Obaidullah Mir;Most-HÌd;OºaNO;75;34;-41;0;0;1;1;1;0;2012;0;0;1;0;1;0;0;0;1;0;0
2549;2549;Andrea VitkÛov·;Most-HÌd;Most-HÌd;76;22;-54;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2550;2550;Rastislav éitn˝;Most-HÌd;Most-HÌd;83;69;-14;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2551;2551;Viliam Rigo;Most-HÌd;Most-HÌd;91;63;-28;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2552;2552;RÛbert Csudai;Most-HÌd;Most-HÌd;93;45;-48;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2553;2553;Zolt·n Antal;Most-HÌd;Most-HÌd;94;49;-45;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2554;2554;J·n Marosz;Most-HÌd;OºaNO;98;10;-88;0;0;1;1;1;0;2012;0;0;1;0;1;0;0;0;1;0;0
2555;2555;Attila Tuloki;Most-HÌd;Most-HÌd;108;90;-18;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2556;2556;Peter Tat·r;Most-HÌd;Most-HÌd;111;109;-2;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2557;2557;Norbert Kruöinsk˝;Most-HÌd;Most-HÌd;114;39;-75;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2558;2558;Peter Bollo;Most-HÌd;Most-HÌd;118;105;-13;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2559;2559;Frantiöek MÈsz·ros;Most-HÌd;Most-HÌd;122;87;-35;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2560;2560;Michal GoriöË·k;Most-HÌd;Most-HÌd;123;68;-55;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2561;2561;Michal Zurbola;Most-HÌd;Most-HÌd;124;80;-44;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2562;2562;Ladislav Lang;Most-HÌd;Most-HÌd;125;67;-58;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2563;2563;Frantiöek Bachorec;Most-HÌd;Most-HÌd;131;107;-24;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2564;2564;ätefan Szidor;Most-HÌd;Most-HÌd;133;60;-73;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2565;2565;Boris Brunner;Most-HÌd;Most-HÌd;136;74;-62;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2566;2566;Sylvia BeÚov·;Most-HÌd;Most-HÌd;137;127;-10;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2567;2567;ätefan KertÈsz;Most-HÌd;Most-HÌd;142;59;-83;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2568;2568;Jozef MaÔar;Most-HÌd;Most-HÌd;145;81;-64;0;1;0;0;1;0;2012;0;0;1;0;0;0;0;0;0;0;0
2569;2569;Bertalan BÛna;Most-HÌd;Most-HÌd;23;25;2;0;1;0;0;0;0;2012;0;0;1;0;0;0;0;0;0;0;0
2570;2570;Peter Ivan;NaS-ns;Priama demokracia;92;98;6;1;0;0;1;0;1;2012;0;1;0;0;1;1;0;1;0;0;0
2571;2571;Oskar Dobrovodsk˝;NaS-ns;Sme rodina ñ Boris Koll·r;6;16;10;1;0;1;1;0;1;2012;1;0;0;0;1;1;1;0;0;0;0
2572;2572;Bore Janeski;N¡ä KRAJ;Odvaha ñ Veæk· n·rodn· a prorusk· koalÌcia;15;20;5;1;0;0;1;0;1;2012;0;1;0;0;1;1;0;1;0;0;0
2573;2573;J·n Antal;N¡ä KRAJ;Odvaha ñ Veæk· n·rodn· a prorusk· koalÌcia;84;24;-60;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2574;2574;Jozef BajkÛ;N¡ä KRAJ;Vzdor ñ strana pr·ce;91;42;-49;1;0;0;1;1;1;2012;0;1;0;0;1;1;0;1;0;0;0
2575;2575;ºuba Kr·æov·;N¡ä KRAJ;Most-HÌd;1;28;27;1;0;1;1;0;1;2012;1;0;0;0;1;0;1;0;0;0;0
