again,party1,party2,order1,order2,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1
Milan Roman,SDKÚ-DS,SDKÚ-DS,39,23,0,1,0,,1,0,2010
Milan Dérer,SDKÚ-DS,SDKÚ-DS,45,74,0,1,0,,0,0,2010
Ján Mrva,SDKÚ-DS,SDKÚ-DS,48,41,0,1,0,,1,0,2010
Marian Libiak,SDKÚ-DS,SDKÚ-DS,54,93,0,1,0,,0,0,2010
Miroslava Valková,SDKÚ-DS,SDKÚ-DS,55,39,0,1,0,,1,0,2010
Katarína Miškovičová,SDKÚ-DS,SDKÚ-DS,56,73,0,1,0,,0,0,2010
Slavka Súlovská,SDKÚ-DS,SDKÚ-DS,58,38,0,1,0,,1,0,2010
Ján Rusnák,SDKÚ-DS,SDKÚ-DS,59,59,0,1,0,,1,0,2010
Richard Strákoš,SDKÚ-DS,SDKÚ-DS,61,63,0,1,0,,0,0,2010
Karol Graňák,SDKÚ-DS,SDKÚ-DS,63,62,0,1,0,,1,0,2010
Marcel Matanin Konečný,SDKÚ-DS,SDKÚ-DS,64,80,0,1,0,,0,0,2010
Pavol Ľorko,SDKÚ-DS,SDKÚ-DS,65,92,0,1,0,,0,0,2010
Iveta Kijevská,SDKÚ-DS,SDKÚ-DS,70,51,0,1,0,,1,0,2010
Jozef Muránsky,SDKÚ-DS,SDKÚ-DS,71,120,0,1,0,,0,0,2010
Cyril Václav,SDKÚ-DS,SDKÚ-DS,72,70,0,1,0,,1,0,2010
Anton Kupšo,SDKÚ-DS,SDKÚ-DS,78,146,0,1,0,,0,0,2010
Štefan Huťťa,SDKÚ-DS,SDKÚ-DS,83,75,0,1,0,,1,0,2010
Peter Hruška,SDKÚ-DS,SDKÚ-DS,87,72,0,1,0,,1,0,2010
Ivana Hromádková,SDKÚ-DS,SDKÚ-DS,91,47,0,1,0,,1,0,2010
Milan Pilip,SDKÚ-DS,SDKÚ-DS,95,135,0,1,0,,0,0,2010
Ján Sekáč,SDKÚ-DS,SDKÚ-DS,97,99,0,1,0,,0,0,2010
Jozef Repaský,SDKÚ-DS,SDKÚ-DS,99,48,0,1,0,,1,0,2010
Peter Elek,SDKÚ-DS,SDKÚ-DS,104,77,0,1,0,,1,0,2010
Peter Cíbik,SDKÚ-DS,SDKÚ-DS,121,148,0,1,0,,0,0,2010
Bohuš Jakuboc,SDKÚ-DS,SDKÚ-DS,126,137,0,1,0,,0,0,2010
Peter Guttman,SDKÚ-DS,SDKÚ-DS,130,78,0,1,0,,1,0,2010
Martin Máčaj,AZEN,99%,10,74,1,0,1,,0,1,2010
Emil Samko,AZEN,ĽS-HZDS,19,104,1,0,1,,0,1,2010
Jozef Zaťko,AZEN,PaS,65,10,1,0,1,,1,1,2010
Robert Fico,SMER,SMER-SD,1,1,0,1,1,,1,0,2010
Pavol Paška,SMER,SMER-SD,2,2,0,1,1,,1,0,2010
Dušan Čaplovič,SMER,SMER-SD,5,5,0,1,1,,1,0,2010
Igor Federič,SMER,SMER-SD,6,28,0,1,1,,0,0,2010
Ján Počiatek,SMER,SMER-SD,7,7,0,1,1,,1,0,2010
Ľubomír Jahnátek,SMER,SMER-SD,8,20,0,1,1,,0,0,2010
Viera Tomanová,SMER,SMER-SD,10,21,0,1,1,,0,0,2010
Ľubomír Vážny,SMER,SMER-SD,12,19,0,1,1,,0,0,2010
Miroslav Číž,SMER,SMER-SD,13,22,0,1,1,,0,0,2010
Ján Richter,SMER,SMER-SD,14,9,0,1,1,,1,0,2010
Vladimír Faič,SMER,SMER-SD,15,18,0,1,1,,0,0,2010
Peter Žiga,SMER,SMER-SD,16,10,0,1,1,,1,0,2010
Stanislav Kubánek,SMER,SMER-SD,19,13,0,1,1,,1,0,2010
Tibor Glenda,SMER,SMER-SD,21,16,0,1,1,,1,0,2010
Magda Košútová,SMER,SMER-SD,22,29,0,1,1,,0,0,2010
Martin Glváč,SMER,SMER-SD,23,17,0,1,1,,1,0,2010
Peter Kažimír,SMER,SMER-SD,25,6,0,1,1,,1,0,2010
Jozef Burian,SMER,SMER-SD,26,33,0,1,1,,0,0,2010
Pavol Pavlis,SMER,SMER-SD,27,25,0,1,1,,1,0,2010
Viktor Stromček,SMER,SMER-SD,28,26,0,1,1,,1,0,2010
Dušan Muňko,SMER,SMER-SD,29,30,0,1,1,,0,0,2010
Maroš Kondrót,SMER,SMER-SD,30,31,0,1,1,,0,0,2010
Dušan Galis,SMER,SMER-SD,31,32,0,1,1,,0,0,2010
Mojmír Mamojka,SMER,SMER-SD,33,34,0,1,1,,0,0,2010
Jozef Valocký,SMER,SMER-SD,35,36,0,1,1,,0,0,2010
Dušan Jarjabek,SMER,SMER-SD,37,38,0,1,1,,0,0,2010
Igor Choma,SMER,SMER-SD,39,24,0,1,1,,1,0,2010
Vladimír Jánoš,SMER,SMER-SD,40,40,0,1,1,,1,0,2010
Pavol Goga,SMER,SMER-SD,41,42,0,1,1,,0,0,2010
Ľubomír Želiezka,SMER,SMER-SD,42,43,0,1,1,,0,0,2010
Vladimír Matejička,SMER,SMER-SD,43,44,0,1,1,,0,0,2010
Ľubomír Petrák,SMER,SMER-SD,44,41,0,1,1,,1,0,2010
Iveta Lišková,SMER,SMER-SD,45,61,0,1,1,,0,0,2010
Ľuboš Martinák,SMER,SMER-SD,46,45,0,1,1,,1,0,2010
Darina Gabániová,SMER,SMER-SD,50,49,0,1,1,,1,0,2010
Ľubica Rošková,SMER,SMER-SD,51,50,0,1,1,,1,0,2010
Bibiána Obrimčáková,SMER,SMER-SD,52,51,0,1,1,,1,0,2010
Andrej Kolesík,SMER,SMER-SD,53,48,0,1,1,,1,0,2010
Ján Senko,SMER,SMER-SD,54,54,0,1,1,,1,0,2010
Ivan Varga,SMER,SMER-SD,55,55,0,1,1,,1,0,2010
Viliam Jasaň,SMER,SMER-SD,56,56,0,1,1,,1,0,2010
Jana Vaľová,SMER,SMER-SD,57,57,0,1,1,,1,0,2010
Marián Kovačócy,SMER,SMER-SD,58,58,0,1,1,,1,0,2010
Peter Šuca,SMER,SMER-SD,59,59,0,1,1,,1,0,2010
Róbert Madej,SMER,SMER-SD,61,53,0,1,1,,1,0,2010
Marián Záhumenský,SMER,SMER-SD,62,60,0,1,1,,1,0,2010
Oľga Nachtmannová,SMER,SMER-SD,63,63,0,1,1,,1,0,2010
Lea Grečková,SMER,SMER-SD,64,64,0,1,1,,1,0,2010
Mária Janíková,SMER,SMER-SD,66,71,0,1,1,,0,0,2010
Milan Mojš,SMER,SMER-SD,71,65,0,1,1,,1,0,2010
Marián Kéry,SMER,SMER-SD,75,74,0,1,1,,1,0,2010
Jaroslav Demian,SMER,SMER-SD,76,70,0,1,1,,1,0,2010
Viera Šedivcová,SMER,SMER-SD,77,101,0,1,1,,0,0,2010
Augustín Hambálek,SMER,SMER-SD,83,76,0,1,1,,1,0,2010
Ľuboš Blaha,SMER,SMER-SD,86,85,0,1,1,,1,0,2010
Vladislav Petráš,SMER,SMER-SD,87,97,0,1,1,,0,0,2010
Štefan Hreha,SMER,SMER-SD,90,92,0,1,1,,0,0,2010
Ladislav Bódi,SMER,SMER-SD,93,118,0,1,1,,0,0,2010
Mária Beňová,SMER,SMER-SD,96,111,0,1,1,,0,0,2010
Juraj Hamuľák,SMER,SMER-SD,98,113,0,1,1,,0,0,2010
Eva Hufková,SMER,SMER-SD,100,98,0,1,1,,1,0,2010
Branislav Hámorník,SMER,SMER-SD,101,109,0,1,1,,0,0,2010
Ján Sabadoš,SMER,SŽS,102,3,0,1,0,,1,0,2010
Štefan Radics,SMER,SMER-SD,104,138,0,1,1,,0,0,2010
Peter Gaži,SMER,SMER-SD,106,99,0,1,1,,1,0,2010
Ladislav Andreánsky,SMER,SMER-SD,108,69,0,1,1,,1,0,2010
Jozef Žilík,SMER,SMER-SD,109,137,0,1,1,,0,0,2010
Jozef Stopka,SMER,SMER-SD,114,114,0,1,1,,1,0,2010
Ján Tassy,SMER,SMER-SD,117,120,0,1,1,,0,0,2010
Vladimír Jánošík,SMER,SMER-SD,119,107,0,1,1,,1,0,2010
Boleslav Lešo,SMER,SMER-SD,123,110,0,1,1,,1,0,2010
Ján Sihelský,SMER,SMER-SD,124,144,0,1,1,,0,0,2010
Štefan Mišák,SMER,SMER-SD,125,124,0,1,1,,1,0,2010
Jana Artnerová,SMER,SMER-SD,129,145,0,1,1,,0,0,2010
Rastislav Čepák,SMER,SMER-SD,130,89,0,1,1,,1,0,2010
Radovan Prstek,SMER,SMER-SD,133,127,0,1,1,,1,0,2010
Jozef Andrejčák,SMER,SMER-SD,135,119,0,1,1,,1,0,2010
Denisa Paksiová,SMER,SMER-SD,142,136,0,1,1,,1,0,2010
Milan Halúz,SMER,SMER-SD,144,87,0,1,1,,1,0,2010
Anton Martvoň,SMER,SMER-SD,150,72,0,1,1,,1,0,2010
Béla Bugár,MOST-HÍD,MOST-HÍD,1,1,0,1,0,,1,0,2010
Zsolt Simon,MOST-HÍD,MOST-HÍD,2,2,0,1,0,,1,0,2010
Ivan Švejna,MOST-HÍD,MOST-HÍD,3,7,0,1,0,,0,0,2010
Tibor Bastrnák,MOST-HÍD,MOST-HÍD,4,6,0,1,0,,0,0,2010
Gábor Gál,MOST-HÍD,MOST-HÍD,5,5,0,1,0,,1,0,2010
László Sólymos,MOST-HÍD,MOST-HÍD,6,3,0,1,0,,1,0,2010
Rudolf Chmel,MOST-HÍD,MOST-HÍD,7,4,0,1,0,,1,0,2010
László A. Nagy,MOST-HÍD,MOST-HÍD,8,12,0,1,0,,0,0,2010
Elemér Jakab,MOST-HÍD,MOST-HÍD,9,8,0,1,0,,1,0,2010
Igor Sidor,MOST-HÍD,MOST-HÍD,11,20,0,1,0,,0,0,2010
Edita Pfundtner,MOST-HÍD,MOST-HÍD,12,15,0,1,0,,0,0,2010
Peter Zajac,MOST-HÍD,OĽaNO,13,146,0,0,1,,0,0,2010
Árpád Érsek,MOST-HÍD,MOST-HÍD,14,11,0,1,0,,1,0,2010
Jozef Hunyák,MOST-HÍD,MOST-HÍD,15,25,0,1,0,,0,0,2010
František Juhos,MOST-HÍD,MOST-HÍD,16,16,0,1,0,,1,0,2010
Zoltán Fekete,MOST-HÍD,MOST-HÍD,17,26,0,1,0,,0,0,2010
Lajos Csóka,MOST-HÍD,MOST-HÍD,19,42,0,1,0,,0,0,2010
Miroslav Gašpar,MOST-HÍD,MOST-HÍD,20,47,0,1,0,,0,0,2010
Dušan Hégli,MOST-HÍD,MOST-HÍD,21,21,0,1,0,,1,0,2010
Alžbeta Ožvaldová,MOST-HÍD,MOST-HÍD,22,17,0,1,0,,1,0,2010
Ferenc Bergendi,MOST-HÍD,MOST-HÍD,24,38,0,1,0,,0,0,2010
Bertalan Bóna,MOST-HÍD,MOST-HÍD,25,23,0,1,0,,1,0,2010
Ondrej Balco,MOST-HÍD,MOST-HÍD,26,30,0,1,0,,0,0,2010
Beáta Áčová,MOST-HÍD,MOST-HÍD,32,34,0,1,0,,0,0,2010
Zoltán Antal,MOST-HÍD,MOST-HÍD,35,94,0,1,0,,0,0,2010
Michal Varga,MOST-HÍD,MOST-HÍD,36,62,0,1,0,,0,0,2010
Peter Osuský,MOST-HÍD,SaS,43,15,0,0,0,,1,0,2010
Renáta Lenártová,MOST-HÍD,MOST-HÍD,46,19,0,1,0,,1,0,2010
Zuzana Csadyová,MOST-HÍD,MOST-HÍD,48,40,0,1,0,,1,0,2010
Gabriella Nagy,MOST-HÍD,MOST-HÍD,51,57,0,1,0,,0,0,2010
František Mészáros,MOST-HÍD,MOST-HÍD,52,122,0,1,0,,0,0,2010
Zuzana Dzivjáková,MOST-HÍD,OĽaNO,53,143,0,0,1,,0,0,2010
Lajos Berner,MOST-HÍD,MOST-HÍD,54,35,0,1,0,,1,0,2010
Attila Baki,MOST-HÍD,MOST-HÍD,55,33,0,1,0,,1,0,2010
Andrea Vitkóová,MOST-HÍD,MOST-HÍD,57,76,0,1,0,,0,0,2010
Peter Tatár,MOST-HÍD,MOST-HÍD,60,111,0,1,0,,0,0,2010
Marián Beták,MOST-HÍD,OĽaNO,63,72,0,0,1,,0,0,2010
Ladislav Estefán,MOST-HÍD,MOST-HÍD,65,99,0,1,0,,0,0,2010
Štefan Čermák,MOST-HÍD,MOST-HÍD,69,92,0,1,0,,0,0,2010
Vladimír Vágási,MOST-HÍD,MOST-HÍD,72,44,0,1,0,,1,0,2010
Peter Frasch,MOST-HÍD,OĽaNO,73,83,0,0,1,,0,0,2010
Zoltán Marczell,MOST-HÍD,MOST-HÍD,74,53,0,1,0,,1,0,2010
Ján Marosz,MOST-HÍD,MOST-HÍD,80,98,0,1,0,,0,0,2010
Jozef Jobbágy,MOST-HÍD,MOST-HÍD,81,82,0,1,0,,0,0,2010
Július Kamanca,MOST-HÍD,MOST-HÍD,82,90,0,1,0,,0,0,2010
Peter Jeseňák,MOST-HÍD,OĽaNO,83,139,0,0,1,,0,0,2010
Ladislav Lang,MOST-HÍD,MOST-HÍD,85,125,0,1,0,,0,0,2010
Peter Matta,MOST-HÍD,MOST-HÍD,86,102,0,1,0,,0,0,2010
Svetozár Gavora,MOST-HÍD,OĽaNO,93,140,0,0,1,,0,0,2010
Tibor Pipas,MOST-HÍD,MOST-HÍD,95,49,0,1,0,,1,0,2010
Jozef Jászai,MOST-HÍD,MOST-HÍD,96,79,0,1,0,,1,0,2010
Zoltán Hampachel,MOST-HÍD,MOST-HÍD,97,95,0,1,0,,1,0,2010
Elena Fialková,MOST-HÍD,MOST-HÍD,116,39,0,1,0,,1,0,2010
Rastislav Žitný,MOST-HÍD,MOST-HÍD,117,83,0,1,0,,1,0,2010
Monika Šeďová,MOST-HÍD,MOST-HÍD,127,105,0,1,0,,1,0,2010
Attila Tuloki,MOST-HÍD,MOST-HÍD,128,108,0,1,0,,1,0,2010
Viliam Mokráň,MOST-HÍD,SSS-NM,129,22,0,0,0,,1,0,2010
Attila Horváth,MOST-HÍD,MOST-HÍD,140,68,0,1,0,,1,0,2010
Anna Bartalová,MOST-HÍD,MOST-HÍD,141,139,0,1,0,,1,0,2010
Marek Kabát,EDS,NaS-ns,76,87,1,0,1,,0,1,2010
Zuzana Martináková,Únia,SF,3,1,1,0,0,,1,1,2010
Martin Čulen,Únia,Změna zdola-DÚ,10,8,1,0,1,,1,1,2010
Martin Kuruc,Únia,1HLAS,11,4,1,0,0,,1,1,2010
Zuzana Balážová,Únia,SF,13,5,1,0,0,,1,1,2010
Michal Mozolák,Únia,Změna zdola-DÚ,63,23,1,0,1,,1,1,2010
Ľubica Burešová,Únia,SF,70,9,1,0,0,,1,1,2010
Dušan Duda,Únia,SF,95,41,1,0,0,,1,1,2010
Ján Čičmič,Únia,NaS-ns,106,129,1,0,0,,0,1,2010
Ľuboš Jelačič,Únia,MOST-HÍD,114,96,1,0,1,,1,1,2010
Juraj Toporčák,Únia,SF,150,70,1,0,0,,1,1,2010
František Tanko,SRK,SRÚS,10,1,1,0,0,,1,1,2010
Jozef Mihál,SaS,SaS,2,5,0,1,0,,0,0,2010
Juraj Miškov,SaS,SaS,3,3,0,1,0,,1,0,2010
Martin Chren,SaS,SaS,6,12,0,1,0,,0,0,2010
Juraj Droba,SaS,SaS,13,22,0,1,0,,0,0,2010
Szilárd Somogyi,SaS,SaS,17,16,0,1,0,,1,0,2010
Kamil Krnáč,SaS,SaS,19,10,0,1,0,,1,0,2010
František Ksenzsigh,SaS,SaS,27,39,0,1,0,,0,0,2010
Kristína Hájková,SaS,SaS,28,33,0,1,0,,0,0,2010
Miloš Domorák,SaS,SaS,36,36,0,1,0,,1,0,2010
Milan Benka,SaS,SaS,47,46,0,1,0,,1,0,2010
Ladislav Božik,SaS,SaS,51,67,0,1,0,,0,0,2010
Peter Pihorňa,SaS,SaS,59,48,0,1,0,,1,0,2010
Pavol Szabó,SaS,SaS,63,54,0,1,0,,1,0,2010
Igor Bendík,SaS,SaS,66,66,0,1,0,,1,0,2010
Karol Struška,SaS,SaS,106,106,0,1,0,,1,0,2010
Miriam Ďuricová,SaS,SaS,111,62,0,1,0,,1,0,2010
Anna Paľovová,SaS,SaS,123,78,0,1,0,,1,0,2010
Radoslav Mareček,SaS,SaS,131,105,0,1,0,,1,0,2010
Igor Matovič,SaS,OĽaNO,150,150,0,0,0,,1,0,2010
Marek Blaha,SDĽ,SDĽ,1,5,1,1,0,,0,0,2010
Peter Pilinský,SDĽ,SZ,3,100,1,0,0,,0,0,2010
Michal Gondek,SDĽ,SDĽ,26,9,1,1,0,,1,0,2010
Andrej Vilim,SDĽ,NÁŠ KRAJ,32,12,1,0,0,,1,0,2010
Imrich Habušta,SDĽ,SDĽ,44,66,1,1,0,,0,0,2010
Jozef Taiš,SDĽ,SŽS,54,28,1,0,0,,1,0,2010
Vladimír Urban,SDĽ,SDĽ,72,58,1,1,0,,1,0,2010
Ján Kabina,SDĽ,SZ,110,97,1,0,0,,1,0,2010
Ján Karas,SDĽ,99%,117,88,1,0,0,,1,0,2010
Pál Csáky,SMK-MKP,SMK-MKP,1,10,1,1,0,,0,0,2010
Gyula Bárdos,SMK-MKP,SMK-MKP,2,2,1,1,0,,1,0,2010
József Berényi,SMK-MKP,SMK-MKP,3,1,1,1,0,,1,0,2010
Anna Szögedi,SMK-MKP,SMK-MKP,11,30,1,1,0,,0,0,2010
František Auxt,SMK-MKP,SMK-MKP,14,18,1,1,0,,0,0,2010
František Porubán,SMK-MKP,SMK-MKP,22,29,1,1,0,,0,0,2010
István Pomichal,SMK-MKP,SMK-MKP,37,26,1,1,0,,1,0,2010
János Bób,SMK-MKP,SMK-MKP,38,57,1,1,0,,0,0,2010
László Fekete,SMK-MKP,SMK-MKP,66,73,1,1,0,,0,0,2010
Tibor Pogány,SMK-MKP,SMK-MKP,78,125,1,1,0,,0,0,2010
Zoltán Molnár,SMK-MKP,SMK-MKP,79,45,1,1,0,,1,0,2010
Péter Őry,SMK-MKP,SMK-MKP,96,7,1,1,0,,1,0,2010
Norbert Becse,SMK-MKP,SMK-MKP,142,32,1,1,0,,1,0,2010
Zoltán Bán,SMK-MKP,SMK-MKP,150,118,1,1,0,,1,0,2010
Tibor Cabaj,ĽS-HZDS,ĽS-HZDS,2,10,1,1,0,,0,0,2010
Peter Mečiar,ĽS-HZDS,ĽS-HZDS,7,11,1,1,0,,0,0,2010
Alojz Engliš,ĽS-HZDS,ĽS-HZDS,21,150,1,1,0,,0,0,2010
Ján Dobrovič,ĽS-HZDS,ĽS-HZDS,38,9,1,1,0,,1,0,2010
Peter Škombár,ĽS-HZDS,ĽS-HZDS,63,68,1,1,0,,0,0,2010
Gejza Milko,ĽS-HZDS,ĽS-HZDS,67,15,1,1,0,,1,0,2010
Marián Bubeník,ĽS-HZDS,ĽS-HZDS,75,28,1,1,0,,1,0,2010
Augustín Bojňanský,ĽS-HZDS,ĽS-HZDS,87,67,1,1,0,,1,0,2010
Miroslav Baranovič,ĽS-HZDS,ĽS-HZDS,88,124,1,1,0,,0,0,2010
Ľubomír Sklenár,ĽS-HZDS,ĽS-HZDS,90,123,1,1,0,,0,0,2010
Milan Gavlák,ĽS-HZDS,ĽS-HZDS,118,109,1,1,0,,1,0,2010
Rudolf Ivičič,ĽS-HZDS,ĽS-HZDS,127,74,1,1,0,,1,0,2010
Peter Pitoňák,ĽS-HZDS,ĽS-HZDS,133,129,1,1,0,,1,0,2010
Pavol Mada,ĽS-HZDS,ĽS-HZDS,150,81,1,1,0,,1,0,2010
Karol Ondriaš,KSS,KSS,5,13,1,1,0,,0,0,2010
Jozef Bošanský,KSS,KSS,14,32,1,1,0,,0,0,2010
Miroslav Samiec,KSS,KSS,20,150,1,1,0,,0,0,2010
Juraj Kabát,KSS,KSS,29,39,1,1,0,,0,0,2010
Janka Bánska,KSS,KSS,35,37,1,1,0,,0,0,2010
Mária Smutná,KSS,KSS,54,56,1,1,0,,0,0,2010
Peter Seman,KSS,KSS,66,147,1,1,0,,0,0,2010
Ján Ježo,KSS,KSS,67,42,1,1,0,,1,0,2010
Jozef Janočko,KSS,KSS,85,51,1,1,0,,1,0,2010
Miroslav Bilý,KSS,KSS,90,49,1,1,0,,1,0,2010
Ľubica Kleniarová,KSS,KSS,101,34,1,1,0,,1,0,2010
Ľubomír Betuš,KSS,KSS,111,139,1,1,0,,0,0,2010
Juraj Bernár,KSS,KSS,114,76,1,1,0,,1,0,2010
Ján Mikloš,KSS,KSS,134,142,1,1,0,,0,0,2010
Ján Ševc,KSS,KSS,143,128,1,1,0,,1,0,2010
Milada Belásová,SNS,SNS,14,8,0,1,0,,1,0,2010
Vladimír Malík,SNS,NaS-ns,31,9,0,0,0,,1,0,2010
Dušan Pinčík,SNS,SNS,35,33,0,1,0,,1,0,2010
Jana Uhrinová,SNS,SNS,58,86,0,1,0,,0,0,2010
Ján Plencner,SNS,SNS,69,84,0,1,0,,0,0,2010
Jaroslav Chudý,SNS,SNS,72,74,0,1,0,,0,0,2010
Jaroslav Pecho,SNS,SNS,78,30,0,1,0,,1,0,2010
Stanislav Čečko,SNS,SNS,104,98,0,1,0,,1,0,2010
Ladislav Mariš,SNS,SNS,145,117,0,1,0,,1,0,2010
Pavol Hrušovský,KDH,KDH,2,2,0,1,1,,1,0,2010
Jana Žitňanská,KDH,KDH,6,8,0,1,1,,0,0,2010
Ivan Uhliarik,KDH,KDH,8,5,0,1,1,,1,0,2010
Alojz Přidal,KDH,KDH,14,12,0,1,1,,1,0,2010
Monika Gibalová,KDH,KDH,17,17,0,1,1,,1,0,2010
Radoslav Procházka,KDH,KDH,20,10,0,1,1,,1,0,2010
Ján Dečo,KDH,KDH,24,37,0,1,1,,0,0,2010
Iveta Sokolová,KDH,KDH,33,27,0,1,1,,1,0,2010
Róbert Korec,KDH,KDH,43,49,0,1,1,,0,0,2010
Pavol Kossey,KDH,KDH,44,61,0,1,1,,0,0,2010
Ondrej Binder,KDH,KDH,47,52,0,1,1,,0,0,2010
Jozef Mikloško,KDH,KDH,50,34,0,1,1,,1,0,2010
Jozef Klokner,KDH,KDH,63,69,0,1,1,,0,0,2010
Milan Majerský,KDH,KDH,69,55,0,1,1,,1,0,2010
Peter Štuller,KDH,KDH,107,89,0,1,1,,1,0,2010
Ján Fekiač,KDH,KDH,111,85,0,1,1,,1,0,2010
Ján Oparty,KDH,KDH,150,150,0,1,1,,1,0,2010
Marian Kotleba,ĽSNS,ĽSNS,1,1,1,1,1,,1,0,2010
Marcel Urban,ĽSNS,ĽSNS,2,14,1,1,1,,0,0,2010
Rastislav Schlosár,ĽSNS,ĽSNS,5,4,1,1,1,,1,0,2010
Peter Peuker,ĽSNS,ĽSNS,9,47,1,1,1,,0,0,2010
Jakub Škrabák,ĽSNS,ĽSNS,11,19,1,1,1,,0,0,2010
Karol Robert Thoma,ĽSNS,ĽSNS,13,70,1,1,1,,0,0,2010
Peter Podhorský,ĽSNS,ĽSNS,22,69,1,1,1,,0,0,2010
Marek Kotleba,ĽSNS,ĽSNS,44,22,1,1,1,,1,0,2010
Ivan Mikloš,SDKÚ-DS,SDKÚ-DS,2,2,0,1,0,,1,0,2010
Lucia Žitňanská,SDKÚ-DS,SDKÚ-DS,3,3,0,1,0,,1,0,2010
Viliam Novotný,SDKÚ-DS,SDKÚ-DS,6,12,0,1,0,,0,0,2010
Jozef Mikuš,SDKÚ-DS,SDKÚ-DS,10,4,0,1,0,,1,0,2010
Jaroslav Ivančo,SDKÚ-DS,SDKÚ-DS,14,10,0,1,0,,1,0,2010
Ján Golian,SDKÚ-DS,SDKÚ-DS,15,21,0,1,0,,0,0,2010
Štefan Kužma,SDKÚ-DS,SDKÚ-DS,16,22,0,1,0,,0,0,2010
Martin Pado,SDKÚ-DS,SDKÚ-DS,17,57,0,1,0,,0,0,2010
Tomáš Galbavý,SDKÚ-DS,SDKÚ-DS,19,53,0,1,0,,0,0,2010
Milan Ježovica,SDKÚ-DS,SDKÚ-DS,25,16,0,1,0,,1,0,2010
Richard Oravec,SDKÚ-DS,SDKÚ-DS,31,25,0,1,0,,1,0,2010
Peter Prokopovič,SDKÚ-DS,SDKÚ-DS,36,100,0,1,0,,0,0,2010
Marián Hojstrič,SDKÚ-DS,SDKÚ-DS,43,42,0,1,0,,1,0,2010
Milan Baran,SDKÚ-DS,SDKÚ-DS,44,37,0,1,0,,1,0,2010
Tibor Maťaš,SDKÚ-DS,SDKÚ-DS,50,36,0,1,0,,1,0,2010
Jaroslav Regec,SDKÚ-DS,SDKÚ-DS,51,60,0,1,0,,0,0,2010
Jozef Mečiar,SDKÚ-DS,SDKÚ-DS,52,49,0,1,0,,1,0,2010
Richard Schwarz,SDKÚ-DS,SDKÚ-DS,53,35,0,1,0,,1,0,2010
Richard Duda,SDKÚ-DS,SDKÚ-DS,118,69,0,1,0,,1,0,2010
Katarína Čižmárová,SDKÚ-DS,SDKÚ-DS,128,50,0,1,0,,1,0,2010
Martin Barčík,SDKÚ-DS,SDKÚ-DS,136,131,0,1,0,,1,0,2010
Anton Bajzík,SDKÚ-DS,SDKÚ-DS,142,133,0,1,0,,1,0,2010
Robert Kaliňák,SMER,SMER-SD,3,3,0,1,1,,1,0,2010
Marek Maďarič,SMER,SMER-SD,4,4,0,1,1,,1,0,2010
Richard Raši,SMER,SMER-SD,9,8,0,1,1,,1,0,2010
Jaroslav Baška,SMER,SMER-SD,11,15,0,1,1,,0,0,2010
Jana Laššáková,SMER,SMER-SD,17,11,0,1,1,,1,0,2010
Renáta Zmajkovičová,SMER,SMER-SD,18,12,0,1,1,,1,0,2010
Juraj Blanár,SMER,SMER-SD,20,14,0,1,1,,1,0,2010
Ján Podmanický,SMER,SMER-SD,24,23,0,1,1,,1,0,2010
Jozef Buček,SMER,SMER-SD,32,27,0,1,1,,1,0,2010
Branislav Ondruš,SMER,SMER-SD,36,37,0,1,1,,0,0,2010
Marián Saloň,SMER,SMER-SD,38,39,0,1,1,,0,0,2010
Mikuláš Krajkovič,SMER,SMER-SD,47,46,0,1,1,,1,0,2010
Dušan Bublavý,SMER,SMER-SD,48,47,0,1,1,,1,0,2010
Anna Vitteková,SMER,SMER-SD,60,62,0,1,1,,0,0,2010
Emília Müllerová,SMER,SMER-SD,69,66,0,1,1,,1,0,2010
Ján Babič,SMER,SMER-SD,72,88,0,1,1,,0,0,2010
Tibor Lebocký,SMER,SMER-SD,73,83,0,1,1,,0,0,2010
Milan Géci,SMER,SMER-SD,74,75,0,1,1,,0,0,2010
Daniel Duchoň,SMER,SMER-SD,78,78,0,1,1,,1,0,2010
Svetlana Pavlovičová,SMER,SMER-SD,80,80,0,1,1,,1,0,2010
Viliam Holeva,SMER,SMER-SD,84,84,0,1,1,,1,0,2010
Viera Mazúrová,SMER,SMER-SD,85,86,0,1,1,,0,0,2010
Juraj Pukáč,SMER,SMER-SD,92,115,0,1,1,,0,0,2010
Stanislav Šimko,SMER,SMER-SD,103,117,0,1,1,,0,0,2010
Vladimír Kocourek,SMER,SMER-SD,112,133,0,1,1,,0,0,2010
Boris Susko,SMER,SMER-SD,131,79,0,1,1,,1,0,2010
Roman Masár,SMER,SMER-SD,137,121,0,1,1,,1,0,2010
Peter Sokol,SMER,SMER-SD,138,116,0,1,1,,1,0,2010
Jozef Mičieta,SMER,SMER-SD,145,146,0,1,1,,0,0,2010
Ivan Šteiner,SMER,SMER-SD,149,122,0,1,1,,1,0,2010
Péter Vörös,MOST-HÍD,MOST-HÍD,10,9,0,1,0,,1,0,2010
Andrej Džugan,MOST-HÍD,MOST-HÍD,18,60,0,1,0,,0,0,2010
Ondrej Dostál,MOST-HÍD,OĽaNO,23,145,0,0,1,,0,0,2010
Éva Hortai,MOST-HÍD,MOST-HÍD,27,24,0,1,0,,1,0,2010
József Nagy,MOST-HÍD,MOST-HÍD,29,14,0,1,0,,1,0,2010
